year,Company,CIK,Revenue
2017,CLH,822818,747403000
2017,FL,850209,7782000000
2017,OUT,1579877,1520500000
2017,UTHR,1082554,1725300000
2017,FSLR,1274494,2941324000
2017,PSTG,1474432,1023019000
2017,ADS,1101215,7719400000
2017,HLF,1180262,4427700000
2017,TPX,1206264,648200000
2017,WEN,30697,1223408000
2017,LOGM,1420302,989786000
2017,CVNA,1690820,858870000
2017,GPS,39911,15855000000
2017,NKTR,906709,307711000
2017,ICUI,883984,1292613000
2017,AVT,8858,17439963000
2017,COHR,21510,1723311000
2017,GRA,1045309,1716500000
2017,WTM,776867,373800000
2017,CHH,1046311,1007356000
2017,FND,1507079,1384767000
2017,CFX,1420800,3300184000
2017,LM,704051,2886902000
2017,CNK,1385280,2991547000
2017,OFC,860546,612820000
2017,MAC,912242,993662000
2017,PEGA,1013857,840582000
2017,MIC,1289790,1814713000
2017,UHAL,4457,3421767000
2017,H,1468174,4685000000
2017,FEYE,1370880,751086000
2017,MSM,1003078,2887744000
2017,NEWR,1448056,263479000
2017,MORN,1289419,911700000
2017,EVR,1360901,1575168000
2017,TRIP,1526520,1556000000
2017,SIX,701374,1359074000
2017,RIG,1451505,2973000000
2017,AGIO,1439222,43011000
2017,NEU,1282637,2198404000
2017,DKS,1089063,8590472000
2017,FLR,1124198,19520970000
2017,OLN,74303,1619900000
2017,S,101830,33347000000
2017,THS,1320695,6307100000
2017,CXP,1252849,71625000
2017,AN,350698,21534600000
2017,CMD,19446,770157000
2017,GHC,104889,675817000
2017,WLK,1262823,8041000000
2017,TRN,99780,3662800000
2017,WWE,1091907,800959000
2017,WCC,929008,7679021000
2017,ESRT,1541401,183070000
2017,HAIN,910406,2853111000
2017,KOS,1509991,636836000
2017,NUS,1021561,2279099000
2017,SATS,1415404,1885508000
2017,PINC,1577916,1454673000
2017,SBGI,912752,2734118000
2017,URBN,912615,3545794000
2017,BGCP,1094831,3353356000
2017,AMCX,1514991,2805691000
2017,PTEN,889900,2356684000
2017,X,1163302,12250000000
2017,MCY,64996,3415962000
2017,CNA,21175,9542000000
2017,ANAT,904163,3411000000
2017,CHK,895126,9496000000
2017,RRC,315852,679032000
