year,Company,CIK,Revenue
2015,IVZ,914208,5122900000
2015,WBC,1390844,2627500000
2015,SPR,1364885,1609400000
2015,FAF,1472787,5175456000
2015,PRAH,1613859,379216000
2015,CACI,16058,3313452000
2015,XRX,108772,18045000000
2015,PLNT,1637207,330537000
2015,CIEN,936395,2445669000
2015,ORI,74260,5766100000
2015,HTA,1360604,403822000
2015,FLS,30625,4561030000
2015,FIVE,1177609,831954000
2015,DNKN,1357204,810933000
2015,ARW,7536,23282020000
2015,OSK,775158,6098100000
2015,BWXT,1486957,1415529000
2015,ITT,216228,2485600000
2015,UNM,5513,10509.7
2015,MDU,67716,4191549000
2015,STLD,1022671,7594411000
2015,SABR,1597033,758455000
2015,LEG,58492,3917200000
2015,Z,1617640,644677000
2015,CUZ,25232,381643000
2015,JBL,898293,17899196000
2015,RL,1037038,7620
2015,NATI,935494,1225456000
2015,CASY,726958,7767216000
2015,SON,91767,4964369000
2015,SEE,1012100,7031500000
2015,BERY,1378992,1196000000
2015,ETSY,1370637,273499000
2015,SNX,1177394,13338397000
2015,SRCL,861878,2985908000
2015,WSO,105016,4113239000
2015,NUAN,1002517,1931136000
2015,LB,701985,4395000000
2015,NXST,1142417,252262000
2015,EPR,1045450,111988000
2015,NYT,71691,1579215000
2015,EXEL,939767,37172000
2015,THG,944695,5034000000
2015,AXS,1214816,4130309000
2015,EV,350797,1403563000
2015,HOG,793952,5995402000
2015,M,794367,27079000000
2015,HBI,1359841,1409557000
2015,LSI,944314,366602000
2015,SRC,1308606,667335000
2015,HE,354707,2602982000
2015,WPX,1518832,1888000000
2015,PRI,1475922,1405314000
2015,BC,14930,3838.7
2015,GRUB,1594109,361825000
2015,ZNGA,1439404,764717000
2015,MTG,876437,1040781000
2015,IPGP,1111928,901265000
2015,MANH,1056696,556371000
2015,HHC,1498828,797088000
2015,MAT,63276,5702613000
2015,SMG,825542,483200000
2015,HEI,46619,1188648000
2015,AL,1487712,1222840000
2015,HUN,1307954,10299000000
2015,PCTY,1591698,152698000
2015,HP,46765,3165441000
2015,CACC,885550,825300000
2015,DLB,1308547,970638000
2015,CR,25445,2740500000
2015,LSTR,853816,3321091000
2015,LAZ,1311370,2404767000
2015,NCR,70866,6373000000
2015,AGO,1273813,2207000000
2015,FL,850209,7412000000
2015,UTHR,1082554,1465761000
2015,FSLR,1274494,3578995000
2015,PSTG,1474432,440333000
2015,ADS,1101215,6439746000
2015,HLF,1180262,4469000000
2015,TPX,1206264,767300000
2015,WEN,30697,1870297000
2015,LOGM,1420302,271600000
2015,GPS,39911,15797000000
2015,NKTR,906709,230784000
2015,ICUI,883984,341668000
2015,AVT,8858,27924657000
2015,COHR,21510,802460000
2015,GRA,1045309,3051500000
2015,CHH,1046311,859878000
2015,CFX,1420800,3967053000
2015,LM,704051,2819106
2015,CNK,1385280,2852609000
2015,OFC,860546,625466000
2015,MAC,912242,1288149000
2015,PEGA,1013857,682695000
2015,MIC,1289790,1639250000
2015,H,1468174,4328000000
2015,FEYE,1370880,622967000
2015,MSM,1003078,2910379000
2015,NEWR,1448056,110391000
2015,MORN,1289419,788800000
2015,EVR,1360901,1240248000
2015,TRIP,1526520,1492000000
2015,SIX,701374,1263938000
2015,RIG,1451505,7386000000
2015,NEU,1282637,2140830000
2015,DKS,1089063,7270965000
2015,FLR,1124198,18114048000
2015,OLN,74303,2854400000
2015,S,101830,18602000000
2015,THS,1320695,3206405000
2015,CXP,1252849,566065000
2015,SLGN,849869,3763971000
2015,CBT,16040,2871000000
2015,CC,1627223,5717000000
2015,AN,350698,20862000000
2015,GHC,104889,616367000
2015,WLK,1262823,4463336000
2015,TRN,99780,6392700000
2015,WWE,1091907,658768000
2015,WCC,929008,7518487000
2015,ESRT,1541401,127583000
2015,HAIN,910406,2688515000
2015,KOS,1509991,471556000
