year,Company,CIK,Revenue
2016,TXT,217346,13788000000
2016,WU,1365135,5422900000
2016,AVY,8818,6086500000
2016,NCLH,1513761,4874340000
2016,WST,105770,1509100000
2016,VMW,1124610,7093000000
2016,URI,1067701,1523000000
2016,PODD,1145197,366989000
2016,AAL,6201,40180000000
2016,DPZ,1286681,2472628000
2016,PHM,822416,2493078000
2016,TRMB,864749,2362200000
2016,UHS,352915,9766210000
2016,PNW,764622,3498682000
2016,WRB,11544,7654184000
2016,BRO,79282,1766629000
2016,FDS,1013237,1127092000
2016,WRK,1636023,14171800000
2016,PKI,31791,2115517000
2016,ARMK,1584509,14415829000
2016,REG,910606,614371000
2016,LKQ,1065696,8584031000
2016,HSIC,1000228,11571668000
2016,VER,1507385,1454823000
2016,CCK,1219601,8284000000
2016,NDSN,72331,1808994000
2016,NBL,72207,3491000000
2016,FBHS,1519751,4984900000
2016,MRO,101778,4650000000
2016,GWRE,1528396,424446000
2016,BFAM,1437578,1569841000
2016,ZEN,1463172,311999000
2016,GLPI,1575965,238799000
2016,MTN,812011,179884000
2016,NRG,1013871,2532000000
2016,WEX,1309108,1018460000
2016,RGA,898174,11521511000
2016,WHR,106640,20718000000
2016,ALB,915913,2677203000
2016,OGE,1021635,2259200000
2016,LYV,1335258,8354934000
2016,AAP,1158449,2082891000
2016,IPG,51644,7846600000
2016,CGNX,851205,520753000
2016,PTC,857005,1140533000
2016,PCG,1004980,17666000000
2016,SEIC,350894,1401545000
2016,UGI,884614,5685700000
2016,CY,791915,1923108000
2016,AZPN,929940,472344000
2016,CTLT,1596783,1848100000
2016,POOL,945841,2570803000
2016,LII,1069202,3641600000
2016,ABMD,815094,329543000
2016,RNR,913144,353967000
2016,XPO,1166003,14619400000
2016,STOR,1538990,376343000
2016,VOYA,1535929,2548400000
2016,AIZ,1267238,7531780000
2016,AFG,1042046,6498000000
2016,CZR,858339,3877000000
2016,MOH,1179929,17782000000
2016,ALK,766421,5931000000
2016,JAZZ,1232524,1487973000
2016,EEFT,1029199,519829000
2016,KIM,879101,1170792000
2016,ZAYO,1608249,1721700000
2016,AIV,922864,995854000
2016,TPR,1116132,4491800000
2016,MPWR,1280452,103618000
2016,NWL,814453,13264000000
2016,OLED,1005284,198886000
2016,JNPR,1043604,4990100000
2016,RS,861884,8613400000
2016,ST,1477294,3202288000
2016,ENTG,1101302,1175270000
2016,LPLA,1397911,4049383000
2016,SLG,1040971,1863981000
2016,CRL,1100682,1681432000
2016,ATR,896622,2330934000
2016,IONS,874015,346620000
2016,NLSN,1492633,6309000000
2016,BG,1144519,42679000000
2016,FLIR,354908,1662167000
2016,KSS,885639,18686000000
2016,BEN,38777,6618000000
2016,HUBS,1404655,270967000
2016,STWD,1465128,784667000
2016,PFPT,1212458,375496000
2016,DEI,1364250,742551000
2016,IVZ,914208,4734400000
2016,WBC,1390844,2810000000
2016,SPR,1364885,1570000000
2016,CONE,1553023,137400000
2016,FAF,1472787,5575846000
2016,PRAH,1613859,1811711000
2016,CACI,16058,3744053000
2016,PLNT,1637207,378241000
2016,ATH,1527469,4107000000
2016,CIEN,936395,2600573000
2016,ORI,74260,5900500000
2016,HTA,1360604,460928000
2016,FLS,30625,3991462000
2016,DNKN,1357204,828889000
2016,ARW,7536,23282020000
2016,OSK,775158,6279200000
2016,BWXT,1486957,1550573000
2016,ITT,216228,2405400000
2016,UNM,5513,11046500000
2016,MDU,67716,4128828000
2016,STLD,1022671,7777109000
2016,W,1616707,3380360000
2016,AXTA,1616862,4097400000
2016,SABR,1597033,829620000
2016,LEG,58492,3749900000
2016,Z,1617640,846589000
2016,CUZ,25232,259211000
2016,JBL,898293,18353086000
2016,RL,1037038,7405000000
2016,NATI,935494,1228179000
2016,CASY,726958,7122086000
2016,SON,91767,4782877000
2016,SEE,1012100,6778300000
2016,BERY,1378992,1618000000
2016,ETSY,1370637,364967000
2016,SNX,1177394,14061837000
2016,SRCL,861878,3562342000
2016,WSO,105016,4220702000
2016,NUAN,1002517,1948903000
2016,NXST,1142417,309879000
2016,NYT,71691,1555342000
2016,EXEL,939767,191454000
2016,THG,944695,4945800000
2016,AXS,1214816,4005657000
2016,EV,350797,1342860000
2016,HOG,793952,5996458000
2016,M,794367,25778000000
2016,HBI,1359841,1575309000
2016,SRC,1308606,685974000
2016,HE,354707,2380654000
2016,PRI,1475922,1519084000
2016,FHN,36966,1270525000
2016,BC,14930,4488500000
2016,GRUB,1594109,493331000
2016,ZNGA,1439404,741420000
2016,MTG,876437,1062483000
2016,IPGP,1111928,1006173000
2016,MANH,1056696,604557000
2016,HHC,1498828,1035005000
2016,MAT,63276,5456650000
2016,SMG,825542,402300000
2016,HEI,46619,1376258000
2016,AL,1487712,1419055000
2016,HUN,1307954,9657000000
2016,PCTY,1591698,230701000
2016,HP,46765,1624232000
2016,CACC,885550,969200000
2016,DLB,1308547,1025738000
2016,CR,25445,2748000000
2016,LSTR,853816,3167634000
2016,LAZ,1311370,2383663000
2016,NCR,70866,6543000000
2016,AGO,1273813,1677000000
2016,CLH,822818,692113000
2016,FL,850209,7766000000
2016,OUT,1579877,1513900000
2016,UTHR,1082554,1598800000
2016,FSLR,1274494,2951328000
2016,PSTG,1474432,727977000
2016,ADS,1101215,7138100000
2016,HLF,1180262,4488400000
2016,TPX,1206264,3127300000
2016,WEN,30697,1435418000
2016,LOGM,1420302,336068000
2016,GPS,39911,15516000000
2016,NKTR,906709,165436000
2016,ICUI,883984,379372000
2016,AVT,8858,26219279000
2016,COHR,21510,857385000
2016,GRA,1045309,1598600000
2016,CHH,1046311,924641000
2016,CFX,1420800,3647047000
2016,LM,704051,2660844000
2016,CNK,1385280,2918765000
2016,OFC,860546,574328000
2016,MAC,912242,1041271000
2016,PEGA,1013857,750266000
2016,MIC,1289790,1651731000
2016,UHAL,4457,3275656000
2016,H,1468174,4429000000
2016,FEYE,1370880,714114000
2016,MSM,1003078,2863505000
2016,NEWR,1448056,181309000
2016,MORN,1289419,798600000
2016,EVR,1360901,1456790000
2016,TRIP,1526520,1480000000
2016,SIX,701374,1319398000
2016,RIG,1451505,974000000
2016,NEU,1282637,2049451000
2016,DKS,1089063,7921981000
2016,FLR,1124198,19036525000
2016,OLN,74303,1385700000
2016,THS,1320695,6175088000
2016,CXP,1252849,473543000
2016,SLGN,849869,3612914000
2016,CBT,16040,2411000000
2016,CC,1627223,5400000000
2016,AN,350698,21609000000
2016,GHC,104889,629579000
2016,WLK,1262823,5075456000
2016,TRN,99780,4588300000
2016,WWE,1091907,729216000
2016,WCC,929008,7336017000
2016,ESRT,1541401,179263000
2016,KOS,1509991,385355000
2016,NUS,1021561,2207797000
2016,PINC,1577916,1162594000
2016,SBGI,912752,2736949000
2016,URBN,912615,3445134000
2016,BGCP,1094831,2612623000
2016,AMCX,1514991,2755654000
2016,PTEN,889900,915866000
2016,X,1163302,10261000000
2016,PPC,802481,7931123000
2016,MCY,64996,3227683000
2016,CNA,21175,9366000000
2016,ANAT,904163,3227951000
2016,CHK,895126,7872000000
2016,RRC,315852,253522000
