year,Company,CIK,Revenue
2018,HHC,1498828,1064537000
2018,HEI,46619,1777721000
2018,AL,1487712,1679702000
2018,HUN,1307954,9379000000
2018,GPK,1408075,6023000000
2018,HP,46765,2487268000
2018,BHF,1685040,4026000000
2018,CACC,885550,1285800000
2018,DLB,1308547,1171924000
2018,CR,25445,3345500000
2018,LSTR,853816,4615144000
2018,LAZ,1311370,2884833000
2018,AGO,1273813,1002000000
2018,COR,1490892,544392000
2018,FL,850209,7782000000
2018,OUT,1579877,452400000
2018,FSLR,1274494,2244044000
2018,ADS,1101215,7791200000
2018,WEN,30697,1589936000
2018,CVNA,1690820,1955467000
2018,GPS,39911,16580000000
2018,EQC,803649,197022000
2018,CLGX,36047,1788378000
2018,ICUI,883984,1400040000
2018,AVT,8858,19036892000
2018,WRI,828916,531147000
2018,COHR,21510,1902573000
2018,GRA,1045309,1932100000
2018,CFX,1420800,3666812000
2018,LM,704051,3140322000
2018,OFC,860546,578112000
2018,MAC,912242,960351000
2018,MIC,1289790,1761533000
2018,UHAL,4457,3601114000
2018,MSM,1003078,3203878000
2018,NEWR,1448056,355058000
2018,MORN,1289419,1019900000
2018,EVR,1360901,2082476000
2018,AGR,1634997,6478000000
2018,COLM,1050797,2802326000
2018,BDN,790816,544345000
2018,KAR,1395942,929000000
2018,FLR,1124198,19166599000
2018,OLN,74303,1635000000
2018,S,101830,32406000000
2018,THS,1320695,5812100000
2018,CXP,1252849,75523000
2018,CBT,16040,3242000000
2018,AN,350698,21412800000
2018,GHC,104889,689087000
2018,WLK,1262823,8635000000
2018,TRN,99780,2509100000
2018,WWE,1091907,930160000
2018,WCC,929008,2011447000
2018,ESRT,1541401,199309000
2018,HAIN,910406,2457769000
2018,PINC,1577916,1661256000
2018,SBGI,912752,3055081000
2018,URBN,912615,3616014000
2018,BGCP,1094831,1937810000
2018,X,1163302,12758000000
2018,CNA,21175,10134000000
2018,ANAT,904163,3326382000
2018,CHK,895126,10231000000
2018,RRC,315852,1072637000
