year,Company,CIK,Revenue
2013,BXP,1037540,2135539
2013,LYB,1489393,44062
2013,AMP,820027,11230
2013,HSY,47111,7146079
2013,VTR,740260,2810053
2013,DXCM,1093557,160
2013,ALGN,1097149,660206
2013,RSG,1060391,8417.2
2013,ESS,920522,613703
2013,HAL,45012,29402
2013,AJG,354190,3179.6
2013,CMS,811156,6566
2013,LEN,920760,5935095
2013,MTD,1037646,2378972
2013,FCX,831259,20921
2013,LH,920148,5808.3
2013,ACGL,947484,3526157
2013,COO,711404,1587725
2013,FTNT,1262039,615297
2013,MRVL,1058057,3404400
2013,KSU,54480,2369.3
2013,OMC,29989,14584.5
2013,CINF,20286,4531
2013,MGM,789570,9809663
2013,BMRN,1048477,548485
2013,CTL,18926,18095
2013,PFG,1126328,2672.6
2013,EXPE,1324424,4771259
2013,RNG,1384905,160505
2013,CTXS,877890,2918434
2013,AKAM,1086222,1577922
2013,DGX,1022079,7146
2013,WAB,943452,2566392
2013,HOLX,859737,2492279
2013,SUI,912593,415222
2013,WPC,1025378,489851
2013,LDOS,1336920,5772
2013,GRMN,1121788,2631851
2013,MAS,62996,8173
2013,WAT,1000697,1904218
2013,LNT,352541,3276.8
2013,ABC,1140859,24469040
2013,NTAP,1002047,6332.4
2013,LNG,3570,266220
2013,L,60086,15053
2013,FOXA,1308161,27675
2013,TDY,1094285,2338.6
2013,TTWO,946581,299487
2013,INCY,879169,354947
2013,DRE,783280,1081790
2013,IT,749251,1784213
2013,EXAS,1124140,4144
2013,NDAQ,1120193,3211
2013,FMC,37785,3874.8
2013,HRL,48465,8751654
2013,FNF,1331875,8565
2013,WYNN,1174922,5620936
2013,IEX,832101,2024130
2013,XRAY,818479,2950770
2013,JKHY,779152,1129386
2013,MKTX,1278021,238733
2013,ELS,895417,728375000
2013,TER,97210,1427933
2013,TXT,217346,12104
2013,WU,1365135,1421.9
2013,AVY,8818,6140
2013,MPW,1287865,242523
2013,NCLH,1513761,2570294
2013,VMW,1124610,5207
2013,URI,1067701,1338
2013,PODD,1145197,247084
2013,DPZ,1286681,1802223
2013,PHM,822416,1655339
2013,TRMB,864749,2288124
2013,UHS,352915,1800846
2013,PNW,764622,3454628
2013,WRB,11544,6408534
2013,BRO,79282,1363279
2013,FDS,1013237,858112
2013,PKI,31791,2166232
2013,REG,910606,489007
2013,LKQ,1065696,1316689
2013,HSIC,1000228,9560647
2013,CCK,1219601,8656
2013,NDSN,72331,1542921
2013,NBL,72207,5015
2013,FBHS,1519751,4157.4
2013,MRO,101778,14959
2013,GWRE,1528396,300649
2013,BFAM,1437578,1218776
2013,GLPI,1575965,242129
2013,NRG,1013871,2795
2013,WEX,1309108,717463
2013,FRT,34903,637413
2013,RGA,898174,10318353
2013,WHR,106640,18769
2013,CF,1324404,1326.3
2013,ALB,915913,2616416
2013,OGE,1021635,2867.7
2013,LYV,1335258,6478547
2013,AAP,1158449,6493814
2013,IPG,51644,7122.3
2013,CGNX,851205,353886
2013,PTC,857005,1293541
2013,PCG,1004980,15598
2013,SEIC,350894,1126132
2013,UGI,884614,7194.7
2013,CY,791915,722693
2013,AZPN,929940,311387
2013,POOL,945841,2079700
2013,NOV,1021860,22869
2013,LII,1069202,3199.1
2013,ABMD,815094,158124
2013,RNR,913144,405209
2013,XPO,1166003,702303
2013,VOYA,1535929,2364
2013,G,1398659,2131997
2013,AIZ,1267238,9047657
2013,AFG,1042046,5092
2013,CZR,858339,8559.7
2013,MOH,1179929,6588934
2013,ALK,766421,5156
2013,JAZZ,1232524,872423
2013,EEFT,1029199,375402
2013,KIM,879101,946673
2013,BIO,12208,2132694
2013,AIV,922864,974053
2013,TPR,1116132,5075390
2013,MPWR,1280452,238091
2013,NWL,814453,5692.5
2013,OLED,1005284,146639
2013,JNPR,1043604,4669.1
2013,RS,861884,9223.8
2013,ST,1477294,1980732
2013,ENTG,1101302,693459
2013,LPLA,1397911,4140858
2013,SLG,1040971,346599000
2013,CRL,1100682,1165528
2013,ATR,896622,2520013
2013,IONS,874015,147285
2013,NLSN,1492633,5703
2013,BG,1144519,61347
2013,FLIR,354908,1496372
2013,KSS,885639,19031
2013,BEN,38777,7985
2013,STWD,1465128,565695
2013,PFPT,1212458,137931
2013,DEI,1364250,591536
2013,IVZ,914208,4644.6
2013,WBC,1390844,2720.5
2013,SPR,1364885,1494.4
2013,FAF,1472787,4956077
2013,CACI,16058,3681990
2013,XRX,108772,21435
2013,CIEN,936395,2082546
2013,ORI,74260,5442.7
2013,HTA,1360604,319899
2013,FLS,30625,4954619
2013,FIVE,1177609,535402
2013,DNKN,1357204,713840
2013,ARW,7536,21357285
2013,OSK,775158,7665.1
2013,BWXT,1486957,3269208
2013,ITT,216228,2496.9
2013,UNM,5513,10353.8
2013,MDU,67716,4462404
2013,STLD,1022671,7372924
2013,LEG,58492,3746
2013,CUZ,25232,210741
2013,JBL,898293,18336894
2013,RL,1037038,6944.8
2013,NATI,935494,1172558
2013,SON,91767,4848092
2013,SEE,1012100,7690.8
2013,SNX,1177394,10845164
2013,SRCL,861878,2142807
2013,WSO,105016,3743330
2013,NUAN,1002517,1855279
2013,NXST,1142417,502330
2013,EPR,1045450,89352
2013,NYT,71691,1577230
2013,EXEL,939767,31338
2013,THG,944695,4793.7
2013,CREE,895419,1385982
2013,AXS,1214816,4196365
2013,EV,350797,1357503
2013,HOG,793952,5899872
2013,M,794367,27686
2013,HBI,1359841,1285790
2013,LSI,944314,273507
2013,SRC,1308606,419467
2013,HE,354707,3238470
2013,WPX,1518832,2761
2013,PRI,1475922,1267448
2013,FHN,36966,1166951
2013,BC,14930,3887.5
2013,ZNGA,1439404,873266
2013,MTG,876437,1039435
2013,IPGP,1111928,648034
2013,MANH,1056696,414518
2013,HHC,1498828,474610
2013,MAT,63276,6484892
2013,SMG,825542,443
2013,HEI,46619,1008757
2013,AL,1487712,858675
2013,DISCA,1437107,5535
2013,HUN,1307954,11079
2013,KNX,1492691,4118195
2013,HP,46765,3387614
2013,CIT,1171825,2332.3
2013,CACC,885550,609.2
2013,DLB,1308547,909674
2013,CR,25445,2595281
2013,LSTR,853816,2664780
2013,LAZ,1311370,2064733
2013,NCR,70866,1670
2013,AGO,1273813,1608
2013,CLH,822818,879430
2013,FL,850209,6505
2013,UTHR,1082554,1116984
2013,FSLR,1274494,3308989
2013,ADS,1101215,4319063
2013,HLF,1180262,4825308
2013,TPX,1206264,2464.3
2013,WEN,30697,2487410
2013,LOGM,1420302,166258
2013,ERIE,922621,1697
2013,GPS,39911,16148
2013,NKTR,906709,148921
2013,ICUI,883984,313716
2013,AVT,8858,25458924
2013,COHR,21510,810126
2013,GRA,1045309,776.7
2013,CFX,1420800,4207209
2013,CNK,1385280,2682894
2013,OFC,860546,523360
2013,MAC,912242,1029475
2013,MUR,717423,5390089
2013,PEGA,1013857,508954
2013,MIC,1289790,1041019
2013,H,1468174,4184
2013,APLE,1418121,387991
2013,FEYE,1370880,161552
2013,MSM,1003078,2457649
2013,MORN,1289419,698266
2013,EVR,1360901,779433
2013,SIX,701374,1109930
2013,RIG,1451505,9484
2013,AGIO,1439222,25548
2013,NEU,1282637,2280355
2013,DKS,1089063,6213173
2013,TDC,816761,2692
2013,FLR,1124198,27351573
2013,OLN,74303,2515
2013,THS,1320695,2293927
2013,CXP,1252849,526578
2013,SLGN,849869,3708518
2013,CBT,16040,3463
2013,CLR,732834,3455150
2013,TREE,1434621,139240
2013,GHC,104889,3487864
2013,WLK,1262823,951625
2013,TRN,99780,4365.3
2013,WCC,929008,7513342
2013,ESRT,1541401,127583
2013,HAIN,910406,1734683
2013,KOS,1509991,852428
2013,SBGI,912752,1363131
2013,URBN,912615,2794925
2013,BGCP,1094831,2498086
2013,AMCX,1514991,1591858
2013,PTEN,889900,2716034
2013,X,1163302,17424
2013,PPC,802481,8411148
2013,MCY,64996,2821041
2013,CNA,21175,10113
2013,ANAT,904163,3119210
2013,CHK,895126,17506
2013,RRC,315852,1862719
