year,Company,CIK,Revenue,NetIncomeLoss,Payments to acquire property
2018,ANET,1596532,0,328115000.0,-23830000.0
2018,SIVB,719739,0,0,-45865000.0
2018,GWW,277135,Income statement not found,0,-239000000.0
2018,FOXA,1308161,30400000000.0,0,-551000000.0
2018,OKTA,1660134,30400000000.0,-125497000.0,-19811000.0
2018,SGEN,1060736,Income statement not found,-222693000.0,0.0
2018,TDY,1094285,0,333800000.0,-86800000.0
2018,TTWO,946581,1792892000.0,173533000.0,-61557000.0
2018,INCY,879169,1881883000.0,0,-73483000.0
2018,LW,1679273,Income statement not found,cash flow not found,cash flow not found
2018,DRE,783280,947870000.0,cash flow not found,cash flow not found
2018,IT,749251,0,122456000.0,tag not found
2018,AMTD,1173431,0,1473000000.0,-229000000.0
2018,CNP,1130310,Income statement not found,cash flow not found,cash flow not found
2018,EXAS,1124140,0,0,-150093000.0
2018,ODFL,878927,Income statement not found,cash flow not found,cash flow not found
2018,NDAQ,1120193,0,458000000.0,-111000000.0
2018,CE,1306830,0,0,-337000000.0
2018,HAS,46080,4579646000.0,0,-140426000.0
2018,ZBRA,877212,0,421000000.0,-64000000.0
2018,FMC,37785,Income statement not found,0,-156600000.0
2018,HRL,48465,Income statement not found,0,-156600000.0
2018,FNF,1331875,Income statement not found,0,tag not found
2018,WYNN,1174922,6717660000.0,0,-1475972000.0
2018,QRVO,1604778,665383000.0,-40288000.0,-269835000.0
2018,ALNY,1178670,Income statement not found,0,-126887000.0
2018,IEX,832101,2483666000.0,0,-126887000.0
2018,VAR,203527,Income statement not found,0,-47700000.0
2018,STE,1624899,2619996000.0,0,-165457000.0
2018,XRAY,818479,0,0,-182500000.0
2018,TYL,860731,Income statement not found,147462000.0,-27424000.0
2018,EXPD,746515,Income statement not found,0,-47474000.0
2018,JKHY,779152,417229000.0,0,-40135000.0
2018,MKTX,1278021,0,172852000.0,-35888000.0
2018,NVR,906163,7163674000.0,797197000.0,-19665000.0
2018,ELS,895417,Income statement not found,0,tag not found
2018,ALLY,40729,Income statement not found,cash flow not found,cash flow not found
2018,ALLE,1579241,Income statement not found,0,-49100000.0
2018,FANG,1539838,0,0,tag not found
2018,HST,1070750,0,0,tag not found
2018,ARNC,4281,Income statement not found,cash flow not found,cash flow not found
2018,EPAM,1352010,Income statement not found,cash flow not found,cash flow not found
2018,RJF,720005,Income statement not found,856695000.0,-133586000.0
2018,TER,97210,Income statement not found,0,-114379000.0
2018,SJM,91419,Income statement not found,cash flow not found,cash flow not found
2018,MYL,1623613,11433900000.0,0,-252100000.0
2018,TXT,217346,13972000000.0,0,-369000000.0
2018,GDDY,1609711,0,0,-87700000.0
2018,WU,1365135,Income statement not found,0,-136700000.0
2018,AVY,8818,0,0,-226700000.0
2018,MPW,1287865,Income statement not found,0,-226700000.0
2018,NCLH,1513761,0,0,-1566796000.0
2018,WST,105770,0,0,-1566796000.0
2018,FICO,814547,Income statement not found,142415000.0,-31299000.0
2018,VMW,1124610,Income statement not found,-5000000.0,-18000000.0
2018,LNC,59558,Income statement not found,1641000000.0,tag not found
2018,URI,1067701,2306000000.0,1096000000.0,-185000000.0
2018,PODD,1145197,0,1096000000.0,-185000000.0
2018,VNO,899689,0,0,tag not found
2018,Y,775368,Income statement not found,0,tag not found
2018,AAL,6201,0,1412000000.0,-3745000000.0
2018,DPZ,1286681,3432867000.0,361972000.0,-119888000.0
2018,RE,1095073,Income statement not found,0,tag not found
2018,PHM,822416,0,1022023000.0,-59039000.0
2018,TRMB,864749,0,0,-67600000.0
2018,TTD,1671933,0,0,-19795000.0
2018,TSCO,916365,0,532357000.0,-278530000.0
2018,UHS,352915,0,0,-36243000.0
2018,NI,1111711,Income statement not found,cash flow not found,cash flow not found
2018,PNW,764622,3691247000.0,cash flow not found,cash flow not found
2018,WRB,11544,7691651000.0,640749000.0,-49860000.0
2018,BRO,79282,2014246000.0,344255000.0,-41520000.0
2018,APA,6769,Income statement not found,cash flow not found,cash flow not found
2018,FDS,1013237,1350145000.0,cash flow not found,cash flow not found
2018,HII,1501585,Income statement not found,836000000.0,-463000000.0
2018,ROKU,1428439,0,0,-18327000.0
2018,BAH,1443646,0,305111000.0,-78437000.0
2018,WRK,1636023,0,305111000.0,-78437000.0
2018,PKI,31791,0,305111000.0,-78437000.0
2018,ARMK,1584509,0,0,-628604000.0
2018,REG,910606,1120975000.0,0,tag not found
2018,LKQ,1065696,Income statement not found,0,-250027000.0
2018,CPT,906345,Income statement not found,0,tag not found
2018,HSIC,1000228,13201995000.0,0,-90637000.0
2018,AGNC,1423689,Income statement not found,0,-90637000.0
2018,EMN,915389,Income statement not found,0,-528000000.0
2018,VER,1507385,0,0,-500625000.0
2018,DOX,1062579,0,0,-500625000.0
2018,CCK,1219601,2734000000.0,0,-462000000.0
2018,NDSN,72331,2254668000.0,0,-89790000.0
2018,ETFC,1015780,Income statement not found,cash flow not found,cash flow not found
2018,TAP,24545,13338000000.0,0,-651700000.0
2018,NBL,72207,Income statement not found,0,tag not found
2018,FBHS,1519751,5485100000.0,0,-150100000.0
2018,COUP,1385867,0,0,-7528000.0
2018,DISH,1001082,Income statement not found,0,tag not found
2018,CHRW,1043277,Income statement not found,664505000.0,-45000000.0
2018,SIRI,908937,Income statement not found,1175893000.0,-355703000.0
2018,MRO,101778,6582000000.0,1096000000.0,-2753000000.0
2018,RPM,110621,6582000000.0,1096000000.0,-2753000000.0
2018,PKG,75677,Income statement not found,0,-551400000.0
2018,GWRE,1528396,661067000.0,0,-9398000.0
2018,BFAM,1437578,1903182000.0,0,-92491000.0
2018,ZEN,1463172,1903182000.0,-131084000.0,-35323000.0
2018,GLPI,1575965,303317000.0,339516000.0,-20000.0
2018,NNN,751364,Income statement not found,339516000.0,-20000.0
2018,MTN,812011,2011553000.0,0,-140611000.0
2018,NRG,1013871,9478000000.0,0,-388000000.0
2018,WEX,1309108,386617000.0,0,-87152000.0
