cik,symbol,year,quarter,filing_url
1043277,CHRW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1719191/0000098246-18-000295.txt
1043604,JNPR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1755198/0001209191-18-054196.txt
1045309,GRA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1630132/0001192482-18-000451.txt
1045450,EPR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1621579/0001501570-18-000210.txt
1045609,PLD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1661832/0001127602-18-028635.txt
1045810,NVDA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1739766/0001062993-18-003932.txt
1046257,INGR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1675868/0001209191-18-053234.txt
1046311,CHH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1592469/0001179110-18-011999.txt
1047122,RTN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1644143/0001632790-18-000082.txt
1047862,ED,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1702858/0000914190-18-000420.txt
1048286,MAR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1559364/0001209191-18-053269.txt
1048477,BMRN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1638989/0001209191-18-052751.txt
1048695,FFIV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754874/0001209191-18-052953.txt
1048911,FDX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1335907/0001127602-18-029183.txt
1049502,MKSI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1515897/0000763563-18-000092.txt
1050797,COLM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1674707/0001437749-18-017947.txt
1050915,PWR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1521520/0001179110-18-011766.txt
1051470,CCI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1671909/0001127602-18-028839.txt
1051512,TDS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1749573/0000016732-18-000063.txt
1053507,AMT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1336508/0001209191-18-053380.txt
1055160,MFA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1297322/0001597033-18-000136.txt
1056696,MANH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1461620/0001127602-18-028985.txt
1057352,CSGP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1755082/0000899243-18-026203.txt
1057877,IDA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1290267/0000749660-18-000043.txt
1058057,MRVL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1294724/0001225208-18-014079.txt
1058090,CMG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1635111/0001144204-18-052407.txt
1058290,CTSH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1750883/0001104659-18-060547.txt
1059556,MCO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-18-000043.txt
1060391,RSG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1424182/0001209191-18-052775.txt
1060736,SGEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1712127/0000902664-18-003588.txt
1060822,CRI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1712127/0000902664-18-003597.txt
1062579,DOX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1718218/0001718218-18-000021.txt
1063761,SPG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1332349/0001332349-18-000136.txt
1065088,EBAY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1575311/0001567619-18-003643.txt
1065280,NFLX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754153/0000899243-18-025570.txt
1065696,LKQ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1746063/0001225208-18-014122.txt
1065837,SKX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1658397/0000108385-18-000089.txt
1067701,URI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1600605/0001225208-18-014151.txt
1068851,PB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1710298/0001710298-18-000004.txt
1069157,EWBC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1707067/0001567619-18-003771.txt
1069202,LII,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1599335/0001225208-18-013865.txt
1070154,STL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1742356/0001144204-18-052058.txt
1070750,HST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1526237/0001593968-18-001277.txt
1071739,CNC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1525336/0001127602-18-029405.txt
1077428,TCBI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1523014/0001567619-18-003600.txt
1077771,UMPQ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1585235/0001567619-18-003596.txt
1082554,UTHR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1741660/0001209191-18-053388.txt
1086222,AKAM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1713603/0001082923-18-000115.txt
1089063,DKS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1344601/0001164727-18-000153.txt
1090012,DVN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1719887/0001441816-18-000105.txt
1090425,LAMR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1324293/0001209191-18-054268.txt
1090727,UPS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1579298/0001209191-18-053916.txt
1090872,A,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1459576/0001493152-18-014008.txt
1091667,CHTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1713872/0001593968-18-001290.txt
1091907,WWE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1579208/0001445866-18-001028.txt
1093557,DXCM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1645283/0001140361-18-040014.txt
1094285,TDY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1582403/0001209191-18-052737.txt
1094831,BGCP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1677715/0000899243-18-025772.txt
1095073,RE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1316476/0001659166-18-000248.txt
1096343,MKL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/813672/0001209191-18-054157.txt
1097149,ALGN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1215188/0001209191-18-053701.txt
1097864,ON,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1416390/0001225208-18-013905.txt
1099219,MET,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1254015/0001614178-18-000405.txt
1099800,EW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1183228/0000877890-18-000127.txt
1100682,CRL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1297075/0001127602-18-028739.txt
1101215,ADS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1244543/0001214659-18-006342.txt
1101239,EQIX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1058854/0001058854-18-000046.txt
1101302,ENTG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/19446/0000019446-18-000050.txt
1102112,PACW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1187441/0001015780-18-000098.txt
1103982,MDLZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1218615/0001057352-18-000110.txt
1108524,CRM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/721371/0000721371-18-000089.txt
1109354,BRKR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1046568/0001209191-18-052718.txt
1109357,EXC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1250422/0001283699-18-000052.txt
1110803,ILMN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1212515/0001127602-18-028798.txt
1111711,NI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1170010/0001170010-18-000173.txt
1111928,IPGP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1166115/0001567619-18-003468.txt
1113169,TROW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/815097/0001127602-18-029262.txt
1115055,PNFP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1125259/0001127602-18-029264.txt
1116132,TPR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/17843/0000017843-18-000051.txt
1120193,NDAQ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1016281/0001016281-18-000104.txt
1121788,GRMN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1208226/0001127602-18-028700.txt
1123360,GPN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1225062/0001127602-18-029403.txt
1124140,EXAS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1690820/0001209191-18-054326.txt
1124198,FLR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/895051/0001144204-18-052157.txt
1124610,VMW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1216055/0001127602-18-029359.txt
1126328,PFG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1285648/0001209191-18-052657.txt
1128928,FLO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1180399/0001404930-18-000056.txt
1130310,CNP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/725363/0001236031-18-000038.txt
1133421,NOC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-18-000105.txt
1136869,ZBH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1130310/0001209191-18-053900.txt
1136893,FIS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/926738/0001370728-18-000002.txt
1137774,PRU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/949157/0001144204-18-051942.txt
1140536,WLTW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/18926/0001209191-18-054273.txt
1140859,ABC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1020214/0001209191-18-052639.txt
1141391,MA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1166287/0001209191-18-053762.txt
1142417,NXST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1750219/0001750219-18-000008.txt
1144215,AYI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1238885/0001225208-18-013877.txt
1144519,BG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1144844/0000907254-18-000082.txt
1145197,PODD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1035337/0000890319-18-000144.txt
1156039,ANTM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1193743/0001140361-18-040000.txt
1156375,CME,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1180524/0001562180-18-004064.txt
1158449,AAP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/3570/0000003570-18-000140.txt
1158463,JBLU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/844161/0001209191-18-054242.txt
1163165,COP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1232929/0001567619-18-003342.txt
1163302,X,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/897429/0000897429-18-000093.txt
1164727,NEM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1191574/0000897101-18-000944.txt
1166003,XPO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1046311/0001209191-18-053050.txt
1166691,CMCSA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1393486/0001127602-18-028674.txt
1168054,XEC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1249026/0001209191-18-052708.txt
1170010,KMX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/936395/0001032553-18-000037.txt
1171825,CIT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1262976/0001262976-18-000079.txt
1173431,AMTD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/831001/0001209191-18-053733.txt
1174922,WYNN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/944745/0001209191-18-054210.txt
1175454,FLT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1683605/0001213900-18-013310.txt
1177394,SNX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1143703/0001209191-18-052771.txt
1177609,FIVE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1198477/0000750556-18-000195.txt
1178670,ALNY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1222781/0001209191-18-052975.txt
1179929,MOH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/764065/0000764065-18-000131.txt
1180262,HLF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1213882/0001209191-18-054372.txt
1206264,TPX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/21076/0001225208-18-014172.txt
1212458,PFPT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1145949/0001214659-18-006294.txt
1212545,WAL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1522222/0001415889-18-001475.txt
1214816,AXS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1471006/0001493152-18-014013.txt
1219601,CCK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1224608/0001250988-18-000025.txt
1222840,RPAI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1610418/0001610418-18-000037.txt
1232524,JAZZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1200375/0001567619-18-003426.txt
1252849,CXP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1058290/0001209191-18-052950.txt
1260221,TDG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1244321/0001590503-18-000039.txt
1262039,FTNT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1619175/0001209191-18-054070.txt
1262823,WLK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1168756/0000277595-18-000073.txt
1267238,AIZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/21510/0001179110-18-011780.txt
1273813,AGO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1180036/0001209191-18-054077.txt
1274173,JHG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1439731/0001570585-18-000326.txt
1274494,FSLR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1498547/0001498547-18-000045.txt
1278021,MKTX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1205111/0001209191-18-054349.txt
1280452,MPWR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1186276/0001214659-18-006233.txt
1281761,RF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1498542/0001498542-18-000086.txt
1282637,NEU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1191420/0001286043-18-000120.txt
1283630,ACC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1184766/0001179110-18-011916.txt
1283699,TMUS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1240845/0001127602-18-028684.txt
1285785,MOS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1005229/0001005229-18-000370.txt
1286225,RP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1600420/0001567619-18-003535.txt
1286681,DPZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/28412/0000028412-18-000151.txt
1287865,MPW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1108109/0001209191-18-052865.txt
1289419,MORN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1227654/0001227654-18-000176.txt
1289490,EXR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1184452/0001127602-18-028960.txt
1289790,MIC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/816956/0001127602-18-028719.txt
1293971,BLUE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1616695/0001616695-18-000008.txt
1297996,DLR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1163165/0001209191-18-054334.txt
1298675,CUBE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1218815/0000905718-18-000817.txt
1300514,LVS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1637558/0000899243-18-025667.txt
1306830,CE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1047862/0001047862-18-000172.txt
1307954,HUN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/23795/0001623528-18-000030.txt
1308161,FOXA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/711404/0001127602-18-028867.txt
1308547,DLB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1205008/0001179929-18-000177.txt
1308606,SRC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1188615/0001225208-18-014302.txt
1309108,WEX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/909832/0001209191-18-053281.txt
1311370,LAZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196701/0001477294-18-000148.txt
1318605,TSLA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1179577/0001220754-18-000089.txt
1320695,THS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/225648/0000225648-18-000144.txt
1321732,PEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1247296/0001209191-18-053144.txt
1324404,CF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1193210/0001232524-18-000176.txt
1324424,EXPE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1559415/0001209191-18-053786.txt
1326160,DUK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1206595/0001209191-18-052997.txt
1326801,FB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1356093/0001213900-18-013347.txt
1327567,PANW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/895419/0000895419-18-000118.txt
1327811,WDAY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1244272/0001015328-18-000181.txt
1331875,FNF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1656633/0001385508-18-000086.txt
1335258,LYV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/880417/0001209191-18-052846.txt
1336920,LDOS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1449488/0001562180-18-004149.txt
1341439,ORCL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1279025/0001279025-18-000001.txt
1345105,CPA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1193011/0001209191-18-053595.txt
1352010,EPAM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/723603/0001404058-18-000023.txt
1353283,SPLK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/26172/0001225208-18-014433.txt
1357204,DNKN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1189132/0001214659-18-006222.txt
1358071,CXO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1222612/0001593968-18-001313.txt
1359841,HBI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/26324/0001628280-18-012321.txt
1360604,HTA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1623811/0001493152-18-014001.txt
1360901,EVR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1188585/0001294671-18-000074.txt
1364250,DEI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1425292/0001425292-18-000053.txt
1364742,BLK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1558785/0001558785-18-000061.txt
1364885,SPR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1632127/0001437749-18-017919.txt
1365135,WU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1604279/0001127602-18-029654.txt
1370637,ETSY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1556205/0001437749-18-017651.txt
1370880,FEYE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1582473/0000754811-18-000044.txt
1370946,OC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1705843/0001127602-18-029474.txt
1373715,NOW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754483/0001094891-18-000181.txt
1374310,CBOE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1392459/0001209191-18-053098.txt
1378946,PBCT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1421985/0001209191-18-054017.txt
1378992,BERY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1360442/0001445866-18-001054.txt
1381197,IBKR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1618434/0001179110-18-011962.txt
1381531,UFS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1352413/0001352413-18-000012.txt
1381668,TFSL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1571552/0001209191-18-053813.txt
1383312,BR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1521119/0001225208-18-014451.txt
1384905,RNG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1521119/0001225208-18-014452.txt
1385280,CNK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1521119/0001225208-18-014453.txt
1385867,COUP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1369941/0000100885-18-000232.txt
1389170,TRGP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/811222/0001171520-18-000443.txt
1390777,BK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1377149/0000908662-18-000210.txt
1390844,WBC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1695923/0001593968-18-001295.txt
1393052,VEEV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1719934/0000899243-18-025899.txt
1393311,PSA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1611383/0001179110-18-011989.txt
1393612,DFS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1492950/0001492950-18-000022.txt
1395942,KAR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1681252/0001209191-18-054204.txt
1396009,VMC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1413989/0001615774-18-010304.txt
1397187,LULU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1328270/0001598428-18-000096.txt
1397911,LPLA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1629693/0001477932-18-004698.txt
1398659,G,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1688418/0001209191-18-054130.txt
1402057,CDW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1565833/0001127602-18-029202.txt
1402436,SSNC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1739288/0001567619-18-003354.txt
1403161,V,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1439708/0001127602-18-029470.txt
1403568,ULTA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1333835/0001209191-18-052838.txt
1404655,HUBS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1529402/0000899243-18-025894.txt
1408075,GPK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1596783/0001596783-18-000152.txt
1408198,MSCI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1306830/0001306830-18-000207.txt
1409493,CIM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/744218/0001179110-18-011797.txt
1410636,AWK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/749647/0001437749-18-017869.txt
1411207,ALSN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1613440/0001716951-18-000036.txt
1413329,PM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1529969/0001567619-18-003817.txt
1415404,SATS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1747224/0001693731-18-000070.txt
1418091,TWTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1707442/0001127602-18-028736.txt
1418121,APLE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1641154/0001104659-18-060609.txt
1420302,LOGM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1594408/0001571049-18-000496.txt
1420800,CFX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1711968/0001179110-18-012059.txt
1423689,AGNC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1289557/0001144204-18-052587.txt
1428439,ROKU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1504712/0001179110-18-011911.txt
1428875,SERV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1332688/0001332688-18-000018.txt
1433270,AR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1681624/0000814585-18-000033.txt
1434588,LOPE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1337252/0001250853-18-000126.txt
1434621,TREE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1710861/0001179110-18-011882.txt
1437107,DISCA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1306507/0001144204-18-052565.txt
1437578,BFAM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1552282/0001209191-18-054065.txt
1439222,AGIO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1173204/0000932440-18-000070.txt
1439404,ZNGA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1623920/0001209191-18-053691.txt
1441816,MDB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1690996/0001567619-18-003715.txt
1442145,VRSK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1590584/0001590584-18-000002.txt
1443646,BAH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1720031/0001225208-18-014331.txt
1447669,TWLO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/913277/0001144204-18-051802.txt
1448056,NEWR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1705909/0001690334-18-000083.txt
1451505,RIG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1407402/0001408176-18-000018.txt
1459417,TWOU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1373845/0001225208-18-014353.txt
1463172,ZEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1524314/0001371285-18-000198.txt
1465128,STWD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1572758/0001572758-18-000050.txt
1465740,TWO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1307150/0000919574-18-006403.txt
1466258,IR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1443559/0000904454-18-000615.txt
1467373,ACN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1701247/0001209191-18-053442.txt
1467858,GM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1399010/0001493152-18-014020.txt
1468174,H,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1603495/0001603495-18-000010.txt
1472787,FAF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1691507/0001567619-18-003505.txt
1474432,PSTG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1620052/0001616707-18-000405.txt
1475922,PRI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1316471/0000784011-18-000079.txt
1477294,ST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1511461/0001590976-18-000089.txt
1482512,HPP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1587406/0001209191-18-053339.txt
