year,Company,CIK,Payments to acquire property
2013,VEEV,1393052,-1860
2013,HAL,45012,-2934
2013,KEY,91576,-100
2013,CDW,1402057,-47.1
2013,CMS,811156,-1325
2013,EFX,33185,-83.3
2013,MTD,1037646,-82349
2013,LH,920148,-202.2
2013,TFX,96943,-63580
2013,MXIM,743316,-216672
2013,MLM,916076,-155233
2013,DOV,29905,-236833
2013,COO,711404,-178127
2013,FTNT,1262039,-13877
2013,MRVL,1058057,-66593
2013,MKL,1096343,-47725
2013,KSU,54480,-594.8
2013,OMC,29989,-212
2013,CINF,20286,-7
2013,TIF,98246,-219530
2013,MGM,789570,-562124
2013,KMX,1170010,-235707
2013,BMRN,1048477,-65124
2013,CTL,18926,-3048
2013,CAH,721371,-195
2013,EXPE,1324424,-308581
2013,RNG,1384905,-10789
2013,CTXS,877890,-162889
2013,AKAM,1086222,-187964
2013,BURL,1579298,-168267
2013,DGX,1022079,-231
2013,WAB,943452,-41238
2013,HBAN,49196,-102208
2013,HOLX,859737,-48954
2013,LDOS,1336920,-53
2013,GRMN,1121788,-56083
2013,MAS,62996,-126
2013,SSNC,1402436,-11921
2013,ABC,1140859,-202450
2013,ATO,731802,-845033
2013,NTAP,1002047,-303.3
2013,GPC,40987,-124063
2013,AES,874761,-1988
2013,L,60086,-1737
2013,SIVB,719739,-31312
2013,GWW,277135,-272145
2013,FOXA,1308161,-622
2013,SGEN,1060736,-22154
2013,TDY,1094285,-72.6
2013,TTWO,946581,-16820
2013,INCY,879169,-4267
2013,AMTD,1173431,-144
2013,EXAS,1124140,-9282
2013,NDAQ,1120193,-115
2013,CE,1306830,-370
2013,HAS,46080,-112031
2013,ZBRA,877212,-20211
2013,FMC,37785,-221.9
2013,HRL,48465,-106762
2013,WYNN,1174922,-506786
2013,ALNY,1178670,-4006
2013,IEX,832101,-31536
2013,VAR,203527,-76277
2013,TYL,860731,-26858
2013,EXPD,746515,-53411
2013,JKHY,779152,-46256
2013,MKTX,1278021,-15337
2013,NVR,906163,-19016
2013,HST,1070750,-303
2013,EPAM,1352010,-13360
2013,RJF,720005,-72879
2013,TER,97210,-106731
2013,TXT,217346,-444
2013,WU,1365135,-80.2
2013,AVY,8818,-129.2
2013,NCLH,1513761,-894851
2013,FICO,814547,-24147
2013,VMW,1124610,-345
2013,URI,1067701,-104
2013,PODD,1145197,-7307
2013,Y,775368,-17427
2013,AAL,6201,-3114
2013,DPZ,1286681,-40387
2013,PHM,822416,-28899
2013,TRMB,864749,-70877
2013,TSCO,916365,-218200
2013,UHS,352915,-358493
2013,PNW,764622,-1016322
2013,WRB,11544,-63150
2013,BRO,79282,-16366
2013,FDS,1013237,-18517
2013,HII,1501585,-139
2013,BAH,1443646,-33113
2013,PKI,31791,-38991
2013,LKQ,1065696,-90186
2013,HSIC,1000228,-60215
2013,EMN,915389,-483
2013,CCK,1219601,-275
2013,NDSN,72331,-47219
2013,TAP,24545,-293.9
2013,FBHS,1519751,-96.7
2013,CHRW,1043277,-40354
2013,SIRI,908937,-173617
2013,MRO,101778,-4766
2013,PKG,75677,-234422
2013,GWRE,1528396,-9228
2013,BFAM,1437578,-69509
2013,GLPI,1575965,-12198
2013,MTN,812011,-94946
2013,NRG,1013871,-1987
2013,WEX,1309108,-39455
2013,JBHT,728535,-493431
2013,WHR,106640,-578
2013,CF,1324404,-823.8
2013,NBIX,914475,-545
2013,ALB,915913,-155346
2013,OGE,1021635,-990.6
2013,CSL,790051,-110.8
2013,GGG,42888,-23319
2013,LYV,1335258,-134868
2013,AAP,1158449,-195757
2013,IRM,1020569,-287295
2013,IPG,51644,-173
2013,DVN,1090012,-6758
2013,PTC,857005,-29328
2013,PCG,1004980,-5207
2013,SEIC,350894,-16351
2013,TRGP,1389170,-1013.6
2013,UGI,884614,-486
2013,TTC,737758,-49427
2013,CY,791915,-36627
2013,AZPN,929940,-4507
2013,POOL,945841,-18742
2013,NOV,1021860,-669
2013,SRPT,873303,-2370
2013,LII,1069202,-78.3
2013,ABMD,815094,-2836
2013,XPO,1166003,-11585
2013,VOYA,1535929,-40.7
2013,G,1398659,-48879
2013,MASI,937556,-9090
2013,CPB,16732,-336
2013,CZR,858339,-726.3
2013,LAMR,1090425,-105650
2013,ZION,109380,-88580
2013,ALK,766421,-566
2013,JAZZ,1232524,-9976
2013,EEFT,1029199,-40903
2013,BIO,12208,-112998
2013,MHK,851968,-366550
2013,TPR,1116132,-241353
2013,NWL,814453,-138.2
2013,OLED,1005284,-4710
2013,TECH,842023,-22454
2013,JNPR,1043604,-233.1
2013,LEA,842162,-460.6
2013,RS,861884,-168
2013,ST,1477294,-82784
2013,ENTG,1101302,-60360
2013,FFIV,1048695,-26583
2013,LPLA,1397911,-78239
2013,CRL,1100682,39154
2013,ATR,896622,-151510
2013,IONS,874015,-1552
2013,NLSN,1492633,-130
2013,BG,1144519,-1042
2013,PNR,77360,-170
2013,ACM,868857,-52117
2013,FLIR,354908,-52061
2013,KSS,885639,-643
2013,BEN,38777,-62.2
2013,CBSH,22356,-23841
2013,PBCT,1378946,-14
2013,EWBC,1069157,-88108
2013,PFPT,1212458,-7666
2013,IVZ,914208,-88.2
2013,RHI,315213,-53725
2013,WBC,1390844,-108.1
2013,SPR,1364885,-234.2
2013,DCI,29644,-94895
2013,FAF,1472787,-87142
2013,OC,1370946,-353
2013,POST,1530950,-32.8
2013,CACI,16058,-15439
2013,TCF,814184,-37859
2013,XRX,108772,-346
2013,PB,1068851,-24007
2013,CIEN,936395,-43814
2013,HZNP,1492426,-1198
2013,HTA,1360604,-25382
2013,FLS,30625,-139090
2013,WWD,108312,-141600
2013,FIVE,1177609,-25931
2013,CW,26324,-72242
2013,DNKN,1357204,-31099
2013,ARW,7536,-116162
2013,HXL,717605,-194.9
2013,MIDD,769520,-14640
2013,OSK,775158,-46
2013,ACC,1283630,-68628
2013,BWXT,1486957,-64950
2013,ITT,216228,-122.9
2013,MKSI,1049502,-12410
2013,UNM,5513,-105.5
2013,MDU,67716,-909400
2013,STLD,1022671,-186843
2013,LEG,58492,-80.6
2013,TOL,794170,-26567
2013,INGR,1046257,-298
2013,JBL,898293,-736858
2013,RL,1037038,-276.5
2013,NATI,935494,-47796
2013,CASY,726958,-305301
2013,JBLU,1158463,-615
2013,SON,91767,-172442
2013,SEE,1012100,-116
2013,BERY,1378992,-239
2013,SNX,1177394,-28965
2013,SRCL,861878,-73109
2013,WSO,105016,-14580
2013,WSM,719955,-205404
2013,MAN,871763,-44.7
2013,PWR,1050915,-263558
2013,NUAN,1002517,-55588
2013,NXST,1142417,-18955
2013,IDA,1057877,-235310
2013,LECO,59527,-76015
2013,EPR,1045450,-123497
2013,BPOP,763901,-38573
2013,ROL,84839,-18632
2013,EXEL,939767,-2171
2013,THG,944695,-22.9
2013,CREE,895419,-77468
2013,EV,350797,-6274
2013,PII,931015,-251401
2013,HOG,793952,-208321
2013,M,794367,-698
2013,CFR,39263,-39599
2013,HBI,1359841,-43627
2013,HE,354707,-353879
2013,WPX,1518832,-1154
2013,NYCB,910073,-37242
2013,ALSN,1411207,-74.4
2013,BRKR,1109354,-50.3
2013,BC,14930,-148.1
2013,BLUE,1293971,-8670
2013,ZNGA,1439404,-7813
2013,AWI,7431,-213.7
2013,SKX,1065837,-41294
2013,IPGP,1111928,-70919
2013,MANH,1056696,-4740
2013,MAT,63276,-123974
2013,SMG,825542,-60.1
2013,AYI,1144215,-40.6
2013,HEI,46619,-18328
2013,CRI,1060822,-182525
2013,DISCA,1437107,-115
2013,HUN,1307954,-471
2013,KNX,1492691,-318271
2013,RP,1286225,-32952
2013,GPK,1408075,-209.2
2013,HP,46765,-809066
2013,AGCO,880266,-391.8
2013,CACC,885550,-8.8
2013,DLB,1308547,-26711
2013,CR,25445,-29461
2013,LSTR,853816,-6373
2013,KEX,56047,-253227
2013,LAZ,1311370,-60964
2013,LFUS,889331,-34953
2013,NCR,70866,-116
2013,WBS,801337,-21886
2013,CLH,822818,-280207
2013,COR,1490892,-185452
2013,THO,730263,-24305
2013,FL,850209,-206
2013,UTHR,1082554,-31910
2013,FSLR,1274494,-282576
2013,JWN,72333,-803
2013,ADS,1101215,-135376
2013,PACW,1102112,-3604
2013,TPX,1206264,-40
2013,STL,1070154,-2355
2013,AMG,1004434,-24
2013,WEN,30697,-224245
2013,LOGM,1420302,-10938
2013,IART,917520,-47851
2013,GPS,39911,-670
2013,FNB,37808,-14882
2013,RYN,52827,-158898
2013,LOPE,1434588,-78948
2013,EXP,918646,-53011
2013,NKTR,906709,-4091
2013,CLGX,36047,-68740
2013,ICUI,883984,-18415
2013,TKR,98362,-325.8
2013,AVT,8858,-97379
2013,VSAT,797721,-176295
2013,FCNCA,798941,-66037
2013,NFG,70145,-703461
2013,COHR,21510,-21988
2013,GRA,1045309,-156.2
2013,MFA,1055160,-373
2013,RBC,82811,-82.7
2013,LM,704051,-38351
2013,CNK,1385280,-259670
2013,MUR,717423,-3590344
2013,PEGA,1013857,-5598
2013,MIC,1289790,-111208
2013,H,1468174,-232
2013,BKU,1504008,-22079
2013,GT,42582,-1168
2013,FEYE,1370880,-57560
2013,PBF,1534504,-318394
2013,VMI,102729,-106753
2013,MSM,1003078,-89252
2013,MORN,1289419,-33583
2013,EVR,1360901,-4487
2013,ALKS,1520262,-22217
2013,SIX,701374,-101853
2013,AGIO,1439222,-1294
2013,ACHC,1520697,-68941
2013,NEU,1282637,-58476
2013,TCBI,1077428,-4029
2013,DKS,1089063,-285668
2013,TDC,816761,-60
2013,KAR,1395942,-96.6
2013,R,85961,-2140464
2013,OLN,74303,-90.8
2013,THS,1320695,-74780
2013,SLGN,849869,-103136
2013,TREE,1434621,-2750
2013,AN,350698,-160.8
2013,GHC,104889,-224093
2013,WLK,1262823,-679222
2013,TRN,99780,-149.9
2013,WWE,1091907,-25032
2013,UFS,1381531,-242
2013,WCC,929008,-27825
2013,NUS,1021561,-185103
2013,SATS,1415404,-391873
2013,SBGI,912752,-43388
2013,URBN,912615,-168875
2013,SFM,1575515,-87463
2013,BGCP,1094831,-22988
2013,PTEN,889900,-662461
2013,X,1163302,-477
2013,PPC,802481,-116223
2013,MCY,64996,-18671
2013,CNA,21175,-91
2013,TFSL,1381668,-2819
2013,SEB,88121,-149652
2013,ANAT,904163,-25583
2013,RRC,315852,-5925
