year,Company,CIK,Payments to acquire property
2014,AZO,866787,-438116
2014,SWK,93556,-291
2014,TWTR,1418091,-201630
2014,SPLK,1353283,-13950
2014,MCHP,827054,-9069
2014,CMI,26172,-743
2014,BLL,9389,-390.8
2014,CERN,804753,-276584
2014,MSCI,1408198,-42659
2014,DFS,1393612,-13
2014,TSN,100493,-632
2014,CSGP,1057352,-27444
2014,RMD,943819,-72722
2014,ANSS,1013462,-26023
2014,IDXX,874716,-60523
2014,LVS,1300514,-1178656
2014,SNPS,883241,-103275
2014,PANW,1327567,-36107
2014,XLNX,743988,-44865
2014,LYB,1489393,-1499
2014,KR,56873,-2831
2014,AMP,820027,-113
2014,HSY,47111,-345947
2014,VRSN,1014473,-39327
2014,VTR,740260,-87454
2014,DXCM,1093557,-16.2
2014,FAST,815556,-189474
2014,FITB,35527,-216
2014,DLTR,935703,-325.6
2014,ALGN,1097149,-24092
2014,CLX,21076,-138
2014,CDNS,813672,-39810
2014,RSG,1060391,-862.5
2014,RCL,884887,-1811398
2014,WDC,106040,-628
2014,BBY,764478,-705
2014,DHI,882184,-100.2
2014,VEEV,1393052,-1860
2014,HAL,45012,-3283
2014,KEY,91576,-97
2014,VMC,1396009,-224852
2014,CDW,1402057,-55
2014,CMS,811156,-1577
2014,EFX,33185,-86.4
2014,MTD,1037646,-89388
2014,LH,920148,-203.5
2014,TFX,96943,-67571
2014,TRU,1552033,-20.40001552
2014,MXIM,743316,-132523
2014,MLM,916076,-232183
2014,DOV,29905,-166033
2014,COO,711404,-238065
2014,CFG,759944,-141
2014,FTNT,1262039,-32197
2014,MRVL,1058057,-63030
2014,MKL,1096343,-82132
2014,KSU,54480,-668.2
2014,OMC,29989,-213
2014,CINF,20286,-9
2014,MGM,789570,-872041
2014,BMRN,1048477,-118834
2014,PAYC,1590955,-14270
2014,CTL,18926,3047
2014,ULTA,1403568,-226024
2014,XYL,1524472,-119
2014,CAH,721371,-249
2014,EXPE,1324424,-328387
2014,RNG,1384905,-17965
2014,CTXS,877890,-165417
2014,AKAM,1086222,-207159
2014,BURL,1579298,-220980
2014,NUE,73309,-667982
2014,DGX,1022079,-308
2014,WAB,943452,-47662
2014,HOLX,859737,-44.3
2014,GRMN,1121788,-73339
2014,MAS,62996,-128
2014,SSNC,1402436,-15040
2014,ABC,1140859,-264457
2014,ATO,731802,-835251
2014,NTAP,1002047,-221.4
2014,GPC,40987,-107681
2014,AES,874761,-2016
2014,LNG,3570,-2829558
2014,BR,1383312,-40.3
2014,L,60086,-2753
2014,ANET,1596532,-13134
2014,SIVB,719739,-42431
2014,GWW,277135,-387390
2014,FOXA,1308161,-678
2014,SGEN,1060736,-17176
2014,TDY,1094285,-43.5
2014,TTWO,946581,-29813
2014,INCY,879169,-27876
2014,AMTD,1173431,-144
2014,EXAS,1124140,-12537
2014,NDAQ,1120193,-140
2014,CE,1306830,-254
2014,HAS,46080,-113388
2014,ZBRA,877212,-39291
2014,FMC,37785,-224.7
2014,WYNN,1174922,-1127015
2014,ALNY,1178670,-8961
2014,IEX,832101,-47997
2014,VAR,203527,-89649
2014,XRAY,818479,-99578
2014,TYL,860731,-9343
2014,EXPD,746515,-37472
2014,JKHY,779152,-33185
2014,MKTX,1278021,-4627
2014,NVR,906163,-31672
2014,ALLE,1579241,-51.5
2014,HST,1070750,-324
2014,TER,97210,-168982
2014,TXT,217346,-429
2014,WU,1365135,-67.8
2014,AVY,8818,-147.9
2014,NCLH,1513761,-1051974
2014,WST,105770,-111.9
2014,FICO,814547,-12590
2014,VMW,1124610,-352
2014,URI,1067701,-120
2014,PODD,1145197,-11486
2014,Y,775368,-43681
2014,AAL,6201,-5311
2014,DPZ,1286681,-70093
2014,PHM,822416,-48790
2014,TRMB,864749,-47312
2014,TSCO,916365,-160613
2014,UHS,352915,-391150
2014,WRB,11544,-41958
2014,BRO,79282,-24923
2014,FDS,1013237,-17743
2014,HII,1501585,-165
2014,BAH,1443646,-20905
2014,PKI,31791,-29072
2014,ARMK,1584509,-545194
2014,LKQ,1065696,-140950
2014,HSIC,1000228,-82116
2014,EMN,915389,-593
2014,CCK,1219601,-328
2014,NDSN,72331,-43574
2014,TAP,24545,-259.5
2014,FBHS,1519751,-127.5
2014,DISH,1001082,-1215861
2014,CHRW,1043277,-22364
2014,SIRI,908937,-121646
2014,MRO,101778,-5160
2014,PKG,75677,-420.2
2014,GWRE,1528396,-4993
2014,BFAM,1437578,-66194
2014,ZEN,1463172,-21665
2014,GLPI,1575965,-139231
2014,MTN,812011,-118305
2014,NRG,1013871,-909
2014,WEX,1309108,-58133
2014,JBHT,728535,-808569
2014,RGA,898174,-88361
2014,WHR,106640,-720
2014,CF,1324404,-1808.5
2014,NBIX,914475,-1612
2014,ALB,915913,-110576
2014,OGE,1021635,-569.3
2014,CSL,790051,-118.8
2014,GGG,42888,-30636
2014,LYV,1335258,-139587
2014,AAP,1158449,-228446
2014,IRM,1020569,-361924
2014,IPG,51644,-148.7
2014,CGNX,851205,-20934
2014,DVN,1090012,-6988
2014,PTC,857005,-25275
2014,PCG,1004980,-4833
2014,SEIC,350894,-28469
2014,TRGP,1389170,-762.2
2014,UGI,884614,-456.8
2014,TTC,737758,-71138
2014,CY,791915,-20947
2014,AZPN,929940,-4011
2014,CTLT,1596783,-122.4
2014,POOL,945841,-17328
2014,NOV,1021860,-699
2014,SRPT,873303,-25444
2014,LII,1069202,-88.4
2014,ABMD,815094,-2761
2014,XPO,1166003,-44.6
2014,VOYA,1535929,-32.7
2014,G,1398659,-62577
2014,AIZ,1267238,-83603
2014,MASI,937556,-75061
2014,CPB,16732,-347
2014,DVA,927066,-641330
2014,CZR,858339,-998
2014,LAMR,1090425,-107573
2014,ZION,109380,-175799
2014,ALK,766421,-694
2014,JAZZ,1232524,-36347
2014,EEFT,1029199,-63098
2014,BIO,12208,-112998
2014,MHK,851968,-561804
2014,TPR,1116132,-219587
2014,MPWR,1280452,-9511
2014,OLED,1005284,-6153
2014,TECH,842023,-13821
2014,JNPR,1043604,-192.9
2014,LEA,842162,-424.7
2014,RS,861884,-190.4
2014,ST,1477294,-144211
2014,ENTG,1101302,-57733
2014,FFIV,1048695,-22718
2014,LPLA,1397911,-89648
2014,CRL,1100682,-56925
2014,ATR,896622,-161940
2014,IONS,874015,-7518
2014,NLSN,1492633,-163
2014,BG,1144519,-839
2014,PNR,77360,-129.6
2014,PRGO,1585364,-171.6
2014,ACM,868857,-62852
2014,FLIR,354908,-61262
2014,KSS,885639,-682
2014,BEN,38777,-53.1
2014,CBSH,22356,-43658
2014,HUBS,1404655,-7266
2014,PBCT,1378946,-19.5
2014,EWBC,1069157,-11853
2014,PFPT,1212458,-14988
2014,IVZ,914208,-133.2
2014,RHI,315213,-62830
2014,WBC,1390844,-123.8
2014,SPR,1364885,-220.2
2014,DCI,29644,-97210
2014,FAF,1472787,-97222
2014,POST,1530950,-115.5
2014,CACI,16058,-15279
2014,TCF,814184,-45469
2014,XRX,108772,-368
2014,PB,1068851,-12075
2014,PVH,78239,-237142
2014,CIEN,936395,-48216
2014,HZNP,1492426,-3500
2014,HTA,1360604,-29037
2014,FLS,30625,-132619
2014,WWD,108312,-207106
2014,FIVE,1177609,-32322
2014,CW,26324,-67115
2014,DNKN,1357204,-23638
2014,ARW,7536,-122505
2014,HXL,717605,-260.1
2014,MIDD,769520,-13143
2014,OSK,775158,-92.2
2014,ACC,1283630,-77072
2014,BWXT,1486957,-76029
2014,ITT,216228,-118.8
2014,MKSI,1049502,-13183
2014,UNM,5513,-114.5
2014,MDU,67716,-972102
2014,STLD,1022671,-111785
2014,W,1616707,-31855
2014,SABR,1597033,-227227
2014,LEG,58492,-94.1
2014,TOL,794170,-15074
2014,INGR,1046257,-276
2014,JBL,898293,-624060
2014,RL,1037038,-390
2014,NATI,935494,-44944
2014,CASY,726958,-308633
2014,JBLU,1158463,-730
2014,SON,91767,-177076
2014,SEE,1012100,-153.9
2014,BERY,1378992,-215
2014,SNX,1177394,-57377
2014,SRCL,861878,-86496
2014,WSO,105016,-21512
2014,WSM,719955,-193953
2014,MAN,871763,-51.5
2014,PWR,1050915,-301476
2014,NUAN,1002517,-60287
2014,NXST,1142417,-20389
2014,IDA,1057877,-274094
2014,LECO,59527,-72990
2014,EPR,1045450,-85205
2014,BPOP,763901,-51046
2014,ROL,84839,-28739
2014,EXEL,939767,-474
2014,THG,944695,-11.2
2014,CREE,895419,-178557
2014,EV,350797,-7580
2014,PII,931015,-205079
2014,HOG,793952,-232319
2014,M,794367,-607
2014,CFR,39263,-131970
2014,HBI,1359841,-64311
2014,HE,354707,-339721
2014,WPX,1518832,-1807
2014,NYCB,910073,-73495
2014,SNV,18349,-43518
2014,ALSN,1411207,-64.1
2014,BRKR,1109354,-33.8
2014,BC,14930,-124.8
2014,BLUE,1293971,-8708
2014,GRUB,1594109,-3653
2014,ZNGA,1439404,-9201
2014,AWI,7431,-222.9
2014,SKX,1065837,-56905
2014,IPGP,1111928,-88601
2014,MANH,1056696,-9415
2014,SERV,1428875,-35
2014,MAT,63276,-113221
2014,SMG,825542,-87.6
2014,AYI,1144215,-35.3
2014,HEI,46619,-16410
2014,CRI,1060822,-103453
2014,DISCA,1437107,-120
2014,HUN,1307954,-601
2014,KNX,1492691,-305966
2014,PCTY,1591698,-6667
2014,RP,1286225,-37062
2014,GPK,1408075,-201.4
2014,HP,46765,-952892
2014,AGCO,880266,-301.5
2014,CACC,885550,-4.3
2014,DLB,1308547,-78718
2014,CR,25445,-43732
2014,LSTR,853816,-10539
2014,KEX,56047,-355144
2014,LAZ,1311370,-22184
2014,LFUS,889331,-32281
2014,NCR,70866,-118
2014,WBS,801337,-30039
2014,CLH,822818,-257613
2014,COR,1490892,-100299
2014,THO,730263,-30406
2014,FL,850209,-190
2014,UTHR,1082554,-47439
2014,FSLR,1274494,-257549
2014,JWN,72333,-861
2014,ADS,1101215,-158694
2014,PACW,1102112,-2669
2014,FLO,1128928,-83778
2014,HLF,1180262,-173.7
2014,TPX,1206264,-47.5
2014,AMG,1004434,-19.2
2014,WEN,30697,-298471
2014,LOGM,1420302,-7471
2014,IART,917520,-41921
2014,GPS,39911,-714
2014,FNB,37808,-20238
2014,RYN,52827,-123689
2014,LOPE,1434588,-168646
2014,EXP,918646,-59490
2014,NKTR,906709,-9976
2014,CLGX,36047,-52025
2014,ICUI,883984,-16604
2014,TKR,98362,-126.8
2014,AVT,8858,-123242
2014,VSAT,797721,-307625
2014,FCNCA,798941,-82708
2014,WTFC,1015328,-38136
2014,NFG,70145,-914417
2014,COHR,21510,-23390
2014,GRA,1045309,-169.8
2014,SAGE,1597553,-128
2014,COTY,1024305,-201.5
2014,MFA,1055160,-786
2014,RBC,82811,-83.6
2014,CNK,1385280,-244705
2014,MUR,717423,-3679464
2014,PEGA,1013857,-11463
2014,MIC,1289790,-123946
2014,SCCO,1001838,-1529799
2014,UHAL,4457,-999365
2014,H,1468174,-253
2014,BKU,1504008,-24012
2014,GT,42582,-923
2014,FEYE,1370880,-67715
2014,PBF,1534504,-476389
2014,VMI,102729,-73023
2014,MSM,1003078,-70617
2014,MORN,1289419,-58320
2014,EVR,1360901,-13521
2014,TRIP,1526520,-81
2014,ALKS,1520262,-19054
2014,SIX,701374,-108660
2014,RIG,1451505,-2165
2014,AGIO,1439222,-2216
2014,ACHC,1520697,-113244
2014,NEU,1282637,-59716
2014,TCBI,1077428,-9965
2014,DKS,1089063,-349007
2014,TDC,816761,-54
2014,KAR,1395942,-101
2014,BOKF,875357,-307318
2014,R,85961,-2259164
2014,OLN,74303,-71.8
2014,THS,1320695,-88575
2014,SPB,1487730,-73347
2014,SLGN,849869,-140429
2014,COMM,1517228,-36935
2014,TREE,1434621,-3856
2014,AN,350698,-209.2
2014,GHC,104889,-237292
2014,WLK,1262823,-431104
2014,TRN,99780,-219.3
2014,WWE,1091907,-11901
2014,UFS,1381531,-236
2014,WCC,929008,-20548
2014,NUS,1021561,-101476
2014,SATS,1415404,-680026
2014,PINC,1577916,-55740
2014,SBGI,912752,-81458
2014,URBN,912615,-186101
2014,SFM,1575515,-127065
2014,BGCP,1094831,-13727
2014,PAG,1019849,-174.8
2014,PTEN,889900,-1052341
2014,X,1163302,-419
2014,PPC,802481,-116223
2014,AM,1598968,-553582
2014,MCY,64996,-26037
2014,CNA,21175,-71
2014,TWOU,1459417,-3803
2014,TFSL,1381668,-2816
2014,SEB,88121,-121178
