year,Company,CIK,Payments to acquire property
2018,BR,1383312,-76700000
2018,CBOE,1374310,-36300000
2018,ANET,1596532,-23830000
2018,SIVB,719739,-45865000
2018,GWW,277135,-239000000
2018,FOXA,1308161,-551000000
2018,OKTA,1660134,-19811000
2018,TDY,1094285,-86800000
2018,TTWO,946581,-61557000
2018,INCY,879169,-73483000
2018,AMTD,1173431,-229000000
2018,EXAS,1124140,-150093000
2018,NDAQ,1120193,-111000000
2018,CE,1306830,-337000000
2018,HAS,46080,-140426000
2018,ZBRA,877212,-64000000
2018,FMC,37785,-156600000
2018,WYNN,1174922,-1475972000
2018,QRVO,1604778,-269835000
2018,ALNY,1178670,-126887000
2018,VAR,203527,-47700000
2018,STE,1624899,-165457000
2018,XRAY,818479,-182500000
2018,TYL,860731,-27424000
2018,EXPD,746515,-47474000
2018,JKHY,779152,-40135000
2018,MKTX,1278021,-35888000
2018,NVR,906163,-19665000
2018,ALLE,1579241,-49100000
2018,RJF,720005,-133586000
2018,TER,97210,-114379000
2018,MYL,1623613,-252100000
2018,TXT,217346,-369000000
2018,GDDY,1609711,-87700000
2018,WU,1365135,-136700000
2018,AVY,8818,-226700000
2018,NCLH,1513761,-1566796000
2018,FICO,814547,-31299000
2018,VMW,1124610,-18000000
2018,URI,1067701,-185000000
2018,AAL,6201,-3745000000
2018,DPZ,1286681,-119888000
2018,PHM,822416,-59039000
2018,TRMB,864749,-67600000
2018,TTD,1671933,-19795000
2018,TSCO,916365,-278530000
2018,UHS,352915,-36243000
2018,WRB,11544,-49860000
2018,BRO,79282,-41520000
2018,HII,1501585,-463000000
2018,ROKU,1428439,-18327000
2018,BAH,1443646,-78437000
2018,ARMK,1584509,-628604000
2018,LKQ,1065696,-250027000
2018,HSIC,1000228,-90637000
2018,EMN,915389,-528000000
2018,VER,1507385,-500625000
2018,CCK,1219601,-462000000
2018,NDSN,72331,-89790000
2018,TAP,24545,-651700000
2018,FBHS,1519751,-150100000
2018,COUP,1385867,-7528000
2018,CHRW,1043277,-45000000
2018,SIRI,908937,-355703000
2018,MRO,101778,-2753000000
2018,PKG,75677,-551400000
2018,GWRE,1528396,-9398000
2018,BFAM,1437578,-92491000
2018,ZEN,1463172,-35323000
2018,GLPI,1575965,-20000
2018,MTN,812011,-140611000
2018,NRG,1013871,-388000000
2018,WEX,1309108,-87152000
2018,JBHT,728535,-995650000
2018,WHR,106640,-590000000
2018,CF,1324404,-422000000
2018,NBIX,914475,-24812000
2018,ALB,915913,-699991000
2018,OGE,1021635,-573600000
2018,CSL,790051,-120700000
2018,GGG,42888,-53854000
2018,LYV,1335258,-239833000
2018,AAP,1158449,-193715000
2018,JLL,1037976,-47100000
2018,IPG,51644,177100000
2018,CGNX,851205,-37095000
2018,DVN,1090012,-2451000000
2018,PTC,857005,-36041000
2018,PCG,1004980,-6514000000
2018,DXC,1688568,-224000000
2018,SEIC,350894,-29095000
2018,TRGP,1389170,-3114800000
2018,UGI,884614,-574400000
2018,TTC,737758,-90124000
2018,USFD,1665918,-235000000
2018,ON,1097864,-514800000
2018,AZPN,929940,-331000
2018,CTLT,1596783,-176500000
2018,POOL,945841,-31580000
2018,NOV,1021860,-244000000
2018,SRPT,873303,-61157000
2018,LII,1069202,-95200000
2018,ABMD,815094,-55863000
2018,XPO,1166003,-551000000
2018,G,1398659,-84978000
2018,MASI,937556,-17126000
2018,DVA,927066,-987138000
2018,CZR,858339,-565000000
2018,LAMR,1090425,-117638000
2018,MOH,1179929,-30000000
2018,ZION,109380,-129000000
2018,ALK,766421,-960000000
2018,JAZZ,1232524,-20370000
2018,BIO,12208,-111332000
2018,MHK,851968,-794110000
2018,ZAYO,1608249,-789900000
2018,TPR,1116132,-267400000
2018,NWL,814453,-384400000
2018,TECH,842023,-20934000
2018,JNPR,1043604,-147400000
2018,RS,861884,-239900000
2018,ST,1477294,-159787000
2018,ENTG,1101302,-110153000
2018,FFIV,1048695,-53465000
2018,LPLA,1397911,-132688000
2018,SLG,1040971,-254460000
2018,CRL,1100682,-140054000
2018,CHE,19584,-52872000
2018,ATR,896622,-211252000
2018,IONS,874015,-13608000
2018,NLSN,1492633,-106000000
2018,BG,1144519,-493000000
2018,CABO,1632127,-217766000
2018,PNR,77360,-48200000
2018,PRGO,1585364,-102600000
2018,ACM,868857,-113279000
2018,MOS,1285785,-954500000
2018,KSS,885639,-578000000
2018,BEN,38777,-106500000
2018,CBSH,22356,-33294000
2018,HUBS,1404655,-22305000
2018,PBCT,1378946,-28300000
2018,PFPT,1212458,-29522000
2018,IVZ,914208,-102500000
2018,RHI,315213,-42484000
2018,WBC,1390844,-118200000
2018,DCI,29644,-97500000
2018,FAF,1472787,-118170000
2018,MDB,1441816,-2135000
2018,OC,1370946,537000000
2018,POST,1530950,-225000000
2018,PRAH,1613859,-55880000
2018,TCF,814184,-56091000
2018,PLNT,1637207,-40860000
2018,PB,1068851,-15115000
2018,PVH,78239,-379500000
2018,CIEN,936395,-67616000
2018,HZNP,1492426,-4771000
2018,FLS,30625,-83993000
2018,WWD,108312,-127140000
2018,FIVE,1177609,-113720000
2018,CW,26324,-53417000
2018,DNKN,1357204,-51855000
2018,HXL,717605,-184100000
2018,MIDD,769520,-36040000
2018,OSK,775158,-95300000
2018,BWXT,1486957,-109338000
2018,ITT,216228,-95500000
2018,MKSI,1049502,-62941000
2018,UNM,5513,-144100000
2018,MDU,67716,-568230000
2018,STLD,1022671,-239390000
2018,W,1616707,-159205000
2018,SABR,1597033,-283940000
2018,AYX,1689923,-6728000
2018,LEG,58492,-159600000
2018,Z,1617640,-66054000
2018,TOL,794170,-28232000
2018,INGR,1046257,-350000000
2018,JBL,898293,-1036651000
2018,RL,1037038,-161600000
2018,NATI,935494,-34659000
2018,CASY,726958,-577421000
2018,JBLU,1158463,-908000000
2018,NTNX,1618732,-62372000
2018,SON,91767,-188913000
2018,SEE,1012100,-168600000
2018,BERY,1378992,-336000000
2018,ETSY,1370637,-1019000
2018,SNX,1177394,-125305000
2018,SRCL,861878,-130800000
2018,WSO,105016,-17153000
2018,WSM,719955,-189712000
2018,MAN,871763,-64700000
2018,PWR,1050915,-293595000
2018,NUAN,1002517,-48845000
2018,PEN,1321732,-9603000
2018,LB,701985,-629000000
2018,NXST,1142417,-106246000
2018,IDA,1057877,-277853000
2018,PK,1617406,-188000000
2018,NYT,71691,-77487000
2018,BPOP,763901,-80549000
2018,ROL,84839,-27179000
2018,EXEL,939767,-33297000
2018,THG,944695,-13100000
2018,CREE,895419,-185688000
2018,PII,931015,-225414000
2018,HOG,793952,-213516000
2018,M,794367,-487000000
2018,CFR,39263,-79270000
2018,HE,354707,-537369000
2018,WPX,1518832,1476000000
2018,NYCB,910073,-9847000
2018,ALSN,1411207,-100000000
2018,BRKR,1109354,-49200000
2018,BLUE,1293971,-55737000
2018,ZNGA,1439404,-11469000
2018,AWI,7431,-71900000
2018,MTG,876437,-14238000
2018,SKX,1065837,-143036000
2018,IPGP,1111928,-160343000
2018,MANH,1056696,-7306000
2018,SERV,1428875,-49000000
2018,HHC,1498828,-4485000
2018,MAT,63276,-77752000
2018,SMG,825542,-68200000
2018,AYI,1144215,-43600000
2018,HEI,46619,-41871000
2018,GDI,1699150,-52200000
2018,AL,1487712,-287509000
2018,CRI,1060822,-63783000
2018,DISCA,1437107,-147000000
2018,HUN,1307954,-313000000
2018,KNX,1492691,-755997000
2018,PCTY,1591698,-21676000
2018,RP,1286225,-50933000
2018,GPK,1408075,-378800000
2018,HP,46765,-466584000
2018,AGCO,880266,-203300000
2018,CACC,885550,-25100000
2018,DLB,1308547,-72814000
2018,CR,25445,-108800000
2018,LSTR,853816,-9747000
2018,KEX,56047,-301861000
2018,LAZ,1311370,-49593000
2018,LFUS,889331,-74753000
2018,NCR,70866,-143000000
2018,WBS,801337,-32958000
2018,CLH,822818,-193344000
2018,THO,730263,-138197000
2018,FL,850209,-274000000
2018,OUT,1579877,-82300000
2018,UTHR,1082554,-184400000
2018,FSLR,1274494,-739838000
2018,JWN,72333,-654000000
2018,PSTG,1474432,-100246000
2018,ADS,1101215,-199800000
2018,PACW,1102112,-12385000
2018,VVV,1674910,-93000000
2018,FLO,1128928,-99422000
2018,HLF,1180262,-84000000
2018,TPX,1206264,-73600000
2018,JHG,1274173,-29100000
2018,STL,1070154,-24015000
2018,AMG,1004434,-18700000
2018,WEN,30697,-69857000
2018,LOGM,1420302,-30965000
2018,IART,917520,-77741000
2018,CVNA,1690820,-143668000
2018,GPS,39911,-705000000
2018,FNB,37808,-35000000
2018,RYN,52827,-62325000
2018,UNVR,1494319,-94600000
2018,LOPE,1434588,-94527000
2018,NKTR,906709,-14239000
2018,CLGX,36047,-62304000
2018,ICUI,883984,-92720000
2018,AVT,8858,-155873000
2018,VSAT,797721,-511634000
2018,FCNCA,798941,-140444000
2018,WTFC,1015328,-68273000
2018,WRI,828916,-155528000
2018,NFG,70145,-584004000
2018,COHR,21510,-90757000
2018,FND,1507079,-151397000
2018,SAGE,1597553,-2860000
2018,CFX,1420800,-69646000
2018,COTY,1024305,-446400000
2018,RBC,82811,-77600000
2018,LM,704051,37346000
2018,CNK,1385280,-346073000
2018,MIC,1289790,-177156000
2018,SCCO,1001838,-1121400000
2018,UHAL,4457,-1363745000
2018,H,1468174,-297000000
2018,GT,42582,-811000000
2018,ENR,1632790,-24200000
2018,FEYE,1370880,-50831000
2018,MSM,1003078,-44919000
2018,NEWR,1448056,-21368000
2018,MORN,1289419,-76100000
2018,EVR,1360901,-33324000
2018,TRIP,1526520,-61000000
2018,ALKS,1520262,-69431000
2018,SIX,701374,-135624000
2018,RIG,1451505,-184000000
2018,AGIO,1439222,-6986000
2018,AGR,1634997,-1787000000
2018,NEU,1282637,-74638000
2018,TCBI,1077428,-7651000
2018,DKS,1089063,-198219000
2018,OLLI,1639300,-74178000
2018,HGV,1674168,-44000000
2018,TDC,816761,-153000000
2018,KAR,1395942,-198000000
2018,BOKF,875357,-345082000
2018,R,85961,-3050409000
2018,OLN,74303,-385200000
2018,S,101830,-3319000000
2018,THS,1320695,-173800000
2018,SLGN,849869,-190973000
2018,CBT,16040,-229000000
2018,COMM,1517228,-82347000
2018,AN,350698,-387000000
2018,CMD,19446,-37698000
2018,GHC,104889,-98192000
2018,WLK,1262823,-702000000
2018,UFS,1381531,-195000000
2018,WCC,929008,-36210000
2018,NUS,1021561,-70371000
2018,SATS,1415404,-555141000
2018,PINC,1577916,-92680000
2018,SBGI,912752,-105061000
2018,URBN,912615,-83813000
2018,SFM,1575515,-177083000
2018,BGCP,1094831,-24528000
2018,AMCX,1514991,-89802000
2018,PTEN,889900,-641458000
2018,X,1163302,-1001000000
2018,AM,1598968,-446270000
2018,MCY,64996,-27959000
2018,CNA,21175,-99000000
2018,SNDR,1692063,-385100000
2018,TWOU,1459417,-11996000
2018,TFSL,1381668,-8373000
2018,SEB,88121,-162000000
2018,SWCH,1710583,-275524000
2018,VIRT,1592386,-26467000
2018,ANAT,904163,-17670000
