year,Company,CIK,Payments to acquire property
2017,GRMN,1121788,-139696000
2017,MAS,62996,-173000000
2017,SSNC,1402436,-35570000
2017,LBRDK,1611983,-70000
2017,UDR,74208,-1384000
2017,ATO,731802,-1137089000
2017,NTAP,1002047,-175000000
2017,GPC,40987,-156760000
2017,BR,1383312,-85400000
2017,L,60086,-1031000000
2017,CBOE,1374310,-37500000
2017,ANET,1596532,-15279000
2017,SIVB,719739,-50884000
2017,GWW,277135,-237283000
2017,FOXA,1308161,-377000000
2017,OKTA,1660134,-6550000
2017,SGEN,1060736,-41657000
2017,TDY,1094285,-58500000
2017,TTWO,946581,-21167000
2017,INCY,879169,-111021000
2017,AMTD,1173431,-197000000
2017,EXAS,1124140,-48480000
2017,NDAQ,1120193,-144000000
2017,CE,1306830,-267000000
2017,HAS,46080,-134877000
2017,ZBRA,877212,-50000000
2017,FMC,37785,-85700000
2017,WYNN,1174922,-935474000
2017,QRVO,1604778,-552702000
2017,ALNY,1178670,-104209000
2017,IEX,832101,-43858000
2017,VAR,203527,-59100000
2017,STE,1624899,-172901000
2017,XRAY,818479,-144300000
2017,TYL,860731,-43057000
2017,EXPD,746515,-95016000
2017,JKHY,779152,-41947000
2017,MKTX,1278021,-12086000
2017,NVR,906163,-20269000
2017,ALLE,1579241,-49300000
2017,EPAM,1352010,-29806000
2017,RJF,720005,-189994000
2017,TER,97210,-105375000
2017,MYL,1623613,-275900000
2017,TXT,217346,-423000000
2017,GDDY,1609711,-83200000
2017,WU,1365135,-69100000
2017,AVY,8818,-176900000
2017,NCLH,1513761,-1372214000
2017,WST,105770,-170200000
2017,FICO,814547,-19828000
2017,VMW,1124610,-18000000
2017,URI,1067701,-120000000
2017,AAL,6201,-5971000000
2017,DPZ,1286681,-90011000
2017,PHM,822416,-32051000
2017,TRMB,864749,-43700000
2017,TTD,1671933,-10110000
2017,TSCO,916365,-250401000
2017,UHS,352915,-29047000
2017,WRB,11544,-115719000
2017,BRO,79282,-24192000
2017,HII,1501585,-382000000
2017,ROKU,1428439,-9229000
2017,BAH,1443646,-53919000
2017,WRK,1636023,-778600000
2017,PKI,31791,-39089000
2017,ARMK,1584509,-552729000
2017,HSIC,1000228,-81501000
2017,EMN,915389,-649000000
2017,VER,1507385,-699004000
2017,CCK,1219601,-498000000
2017,NDSN,72331,-71558000
2017,TAP,24545,-599600000
2017,FBHS,1519751,-165000000
2017,COUP,1385867,-4488000
2017,DISH,1001082,-431795000
2017,CHRW,1043277,-40122000
2017,MRO,101778,-1974000000
2017,PKG,75677,-343000000
2017,BFAM,1437578,-88122000
2017,ZEN,1463172,-16396000
2017,GLPI,1575965,-78000
2017,MTN,812011,-144432000
2017,NRG,1013871,-1111000000
2017,JBHT,728535,-526928000
2017,WHR,106640,-684000000
2017,CF,1324404,-473000000
2017,NBIX,914475,-6940000
2017,ALB,915913,-317703000
2017,OGE,1021635,-824100000
2017,CSL,790051,-159900000
2017,GGG,42888,-40194000
2017,LYV,1335258,-238435000
2017,AAP,1158449,-189758000
2017,JLL,1037976,-2300000
2017,IPG,51644,-155900000
2017,CGNX,851205,-28754000
2017,DVN,1090012,-2759000000
2017,PTC,857005,-25444000
2017,PCG,1004980,-5641000000
2017,SEIC,350894,-25525000
2017,TRGP,1389170,-1297500000
2017,UGI,884614,-638900000
2017,TTC,737758,-58276000
2017,USFD,1665918,-221281000
2017,ON,1097864,-387500000
2017,AZPN,929940,-2720000
2017,CTLT,1596783,-139800000
2017,POOL,945841,-39390000
2017,NOV,1021860,-192000000
2017,SRPT,873303,-12000000
2017,LII,1069202,-98300000
2017,ABMD,815094,-50415000
2017,XPO,1166003,-503800000
2017,G,1398659,-57231000
2017,MASI,937556,-43684000
2017,CPB,16732,-338000000
2017,DVA,927066,-905250000
2017,CZR,858339,-598000000
2017,LAMR,1090425,-109329000
2017,MOH,1179929,-86000000
2017,ZION,109380,-169000000
2017,ALK,766421,-1026000000
2017,JAZZ,1232524,-28950000
2017,EEFT,1029199,-97235000
2017,MHK,851968,-905998000
2017,TPR,1116132,-283100000
2017,NWL,814453,-406200000
2017,OLED,1005284,-29803000
2017,TECH,842023,-15179000
2017,JNPR,1043604,-151200000
2017,LEA,842162,-594500000
2017,RS,861884,-161600000
2017,ST,1477294,-144584000
2017,ENTG,1101302,-93597000
2017,FFIV,1048695,-38681000
2017,LPLA,1397911,-111910000
2017,SLG,1040971,-335253000
2017,CRL,1100682,-82431000
2017,CHE,19584,-64300000
2017,ATR,896622,-156624000
2017,IONS,874015,-34764000
2017,NLSN,1492633,-119000000
2017,BG,1144519,-662000000
2017,CABO,1632127,-179363000
2017,PNR,77360,-70900000
2017,PRGO,1585364,-77800000
2017,ACM,868857,-86354000
2017,MOS,1285785,-820100000
2017,FLIR,354908,-42109000
2017,KSS,885639,-672000000
2017,BEN,38777,-74900000
2017,CBSH,22356,-30824000
2017,HUBS,1404655,-20276000
2017,PBCT,1378946,-4800000
2017,PFPT,1212458,-46958000
2017,IVZ,914208,-111700000
2017,RHI,315213,-40753000
2017,WBC,1390844,-104700000
2017,SPR,1364885,-273100000
2017,DCI,29644,-65900000
2017,FAF,1472787,-134206000
2017,MDB,1441816,-2135000
2017,OC,1370946,337000000
2017,POST,1530950,-190400000
2017,PRAH,1613859,-61318000
2017,TCF,814184,-48428000
2017,XRX,108772,-69000000
2017,PLNT,1637207,-37722000
2017,PB,1068851,-11229000
2017,PVH,78239,-358100000
2017,CIEN,936395,-94600000
2017,HZNP,1492426,-4334000
2017,FLS,30625,-61602000
2017,WWD,108312,-92336000
2017,FIVE,1177609,-67795000
2017,CW,26324,-52705000
2017,DNKN,1357204,-14606000
2017,HXL,717605,-278100000
2017,MIDD,769520,-54493000
2017,OSK,775158,-85800000
2017,ACC,1283630,-82722000
2017,BWXT,1486957,-96880000
2017,ITT,216228,-113300000
2017,MKSI,1049502,-31287000
2017,UNM,5513,-105300000
2017,MDU,67716,-341382000
2017,STLD,1022671,-164935000
2017,W,1616707,-100451000
2017,SABR,1597033,-316436000
2017,AYX,1689923,-3669000
2017,LEG,58492,-159400000
2017,Z,1617640,-66728000
2017,TOL,794170,-28872000
2017,INGR,1046257,-314000000
2017,JBL,898293,-716485000
2017,RL,1037038,-284000000
2017,NATI,935494,-30256000
2017,CASY,726958,-433392000
2017,JBLU,1158463,-1074000000
2017,NTNX,1618732,-50181000
2017,SON,91767,-188913000
2017,SEE,1012100,-183800000
2017,BERY,1378992,-269000000
2017,ETSY,1370637,-3948000
2017,SNX,1177394,-97546000
2017,SRCL,861878,-143000000
2017,WSO,105016,-17876000
2017,WSM,719955,-189712000
2017,MAN,871763,-54700000
2017,NUAN,1002517,-61835000
2017,PEN,1321732,-12532000
2017,LB,701985,-707000000
2017,NXST,1142417,-72461000
2017,IDA,1057877,-285488000
2017,LECO,59527,-61656000
2017,PK,1617406,-185000000
2017,EPR,1045450,-397697000
2017,NYT,71691,-84753000
2017,BPOP,763901,-62697000
2017,ROL,84839,-24680000
2017,EXEL,939767,-21143000
2017,THG,944695,-18600000
2017,CREE,895419,-86928000
2017,PII,931015,-184388000
2017,HOG,793952,-206294000
2017,M,794367,-596000000
2017,CFR,39263,-34089000
2017,HBI,1359841,-87008000
2017,HE,354707,-495187000
2017,WPX,1518832,1161000000
2017,NYCB,910073,-27783000
2017,ALSN,1411207,-91000000
2017,BRKR,1109354,-43700000
2017,ZNGA,1439404,-9971000
2017,AWI,7431,-104200000
2017,MTG,876437,-16066000
2017,SKX,1065837,-135976000
2017,IPGP,1111928,-126535000
2017,MANH,1056696,-6199000
2017,SERV,1428875,-77000000
2017,HHC,1498828,-6968000
2017,MAT,63276,-168219000
2017,SMG,825542,-69600000
2017,AYI,1144215,-67300000
2017,HEI,46619,-25998000
2017,GDI,1699150,-56800000
2017,AL,1487712,-177450000
2017,CRI,1060822,-69473000
2017,KNX,1492691,-387191000
2017,PCTY,1591698,-21338000
2017,RP,1286225,-49752000
2017,GPK,1408075,-240900000
2017,HRB,12659,-89255000
2017,HP,46765,-397567000
2017,AGCO,880266,-203900000
2017,CACC,885550,-8400000
2017,DLB,1308547,-99617000
2017,CR,25445,-49000000
2017,LSTR,853816,-15586000
2017,KEX,56047,-177222000
2017,LAZ,1311370,-27670000
2017,LFUS,889331,-65925000
2017,NCR,70866,-128000000
2017,WBS,801337,-28546000
2017,CLH,822818,-167007000
2017,THO,730263,-115027000
2017,FL,850209,-274000000
2017,UTHR,1082554,-86300000
2017,FSLR,1274494,-514357000
2017,JWN,72333,-731000000
2017,PSTG,1474432,-65060000
2017,ADS,1101215,-225400000
2017,PACW,1102112,-7919000
2017,VVV,1674910,-68000000
2017,FLO,1128928,-75232000
2017,HLF,1180262,-95500000
2017,TPX,1206264,-65900000
2017,JHG,1274173,-17700000
2017,STL,1070154,-8259000
2017,AMG,1004434,-18500000
2017,WEN,30697,-81710000
2017,LOGM,1420302,-36635000
2017,IART,917520,-43503000
2017,CVNA,1690820,-78490000
2017,GPS,39911,-731000000
2017,FNB,37808,-56874000
2017,RYN,52827,-65345000
2017,UNVR,1494319,-82700000
2017,LOPE,1434588,-113586000
2017,EXP,918646,-56938000
2017,NKTR,906709,-9676000
2017,CLGX,36047,-40508000
2017,TKR,98362,-104700000
2017,AVT,8858,-120397000
2017,VSAT,797721,-514692000
2017,FCNCA,798941,-84798000
2017,WTFC,1015328,-59194000
2017,WRI,828916,-133336000
2017,NFG,70145,-450335000
2017,COHR,21510,-63774000
2017,GRA,1045309,-125200000
2017,FND,1507079,-102253000
2017,SAGE,1597553,-1360000
2017,CFX,1420800,-68765000
2017,COTY,1024305,-432300000
2017,MFA,1055160,-432300000
2017,RBC,82811,-65200000
2017,LM,704051,-39977000
2017,CNK,1385280,-380862000
2017,MIC,1289790,-340952000
2017,SCCO,1001838,-1023500000
2017,UHAL,4457,-1419505000
2017,H,1468174,-298000000
2017,GT,42582,-881000000
2017,ENR,1632790,-25200000
2017,FEYE,1370880,-43779000
2017,PBF,1534504,-306681000
2017,VMI,102729,-55266000
2017,MSM,1003078,-46548000
2017,NEWR,1448056,-21430000
2017,MORN,1289419,-66600000
2017,EVR,1360901,-31300000
2017,TRIP,1526520,-64000000
2017,ALKS,1520262,-51300000
2017,SIX,701374,-135219000
2017,RIG,1451505,-497000000
2017,AGIO,1439222,-4627000
2017,AGR,1634997,-2416000000
2017,NEU,1282637,-148713000
2017,TCBI,1077428,-12265000
2017,DKS,1089063,-474347000
2017,OLLI,1639300,-16438000
2017,TDC,816761,-78000000
2017,KAR,1395942,-152200000
2017,BOKF,875357,-250783000
2017,R,85961,-1860436000
2017,OLN,74303,-294300000
2017,S,101830,-1950000000
2017,THS,1320695,-159700000
2017,SLGN,849869,-174429000
2017,CC,1627223,-411000000
2017,COMM,1517228,-68721000
2017,TREE,1434621,-8040000
2017,AN,350698,-310100000
2017,CMD,19446,-27065000
2017,GHC,104889,-60358000
2017,WLK,1262823,-577000000
2017,TRN,99780,-104400000
2017,WWE,1091907,-24710000
2017,UFS,1381531,-182000000
2017,WCC,929008,-21507000
2017,NUS,1021561,-60156000
2017,SATS,1415404,-583211000
2017,PINC,1577916,-71372000
2017,SBGI,912752,-83812000
2017,URBN,912615,-143714000
2017,SFM,1575515,-198624000
2017,BGCP,1094831,-35951000
2017,AMCX,1514991,-80049000
2017,PTEN,889900,-567087000
2017,X,1163302,-505000000
2017,AM,1598968,-346217000
2017,MCY,64996,-19443000
2017,CNA,21175,-102000000
2017,SNDR,1692063,-388500000
2017,TWOU,1459417,-27316000
2017,TFSL,1381668,-4150000
2017,SEB,88121,-173000000
2017,SWCH,1710583,-173000000
2017,VIRT,1592386,-18932000
2017,ANAT,904163,-24395000
