year,Company,CIK,Payments to acquire property
2016,TDG,1260221,-43982000
2016,WDAY,1327811,-120813000
2016,REGN,872589,-511941000
2016,AVB,915912,-5881000
2016,PEG,788784,-4199000000
2016,ES,72741,-1976867000
2016,LULU,1397187,-149511000
2016,SBAC,1034054,-139982000
2016,WLTW,1140536,-218000000
2016,FLT,1175454,-59011000
2016,MCK,927653,-488000000
2016,EIX,827052,-3734000000
2016,SQ,1512673,-25433000
2016,VRSK,1442145,-156500000
2016,PCAR,75362,-375200000
2016,MNST,865752,-99819000
2016,PPL,922224,-2920000000
2016,ADM,7084,-882000000
2016,TMUS,1283699,-4702000000
2016,AZO,866787,-488791000
2016,SWK,93556,-347000000
2016,TWTR,1418091,-218657000
2016,SPLK,1353283,-45349000
2016,MCHP,827054,-7056000
2016,CMI,26172,-531000000
2016,DTE,936340,-1503000000
2016,BLL,9389,-606000000
2016,CERN,804753,-459427000
2016,AWK,1410636,-1311000000
2016,DFS,1393612,-179000000
2016,TSN,100493,-695000000
2016,CSGP,1057352,-18766000
2016,ANSS,1013462,-12443000
2016,IDXX,874716,-64787000
2016,LVS,1300514,-1398000000
2016,SNPS,883241,-66909000
2016,PANW,1327567,-72500000
2016,XLNX,743988,-34004000
2016,LYB,1489393,-2243000000
2016,KR,56873,-3699000000
2016,AMP,820027,-92000000
2016,HSY,47111,-269476000
2016,VRSN,1014473,-26574000
2016,VTR,740260,-117456000
2016,DXCM,1093557,-55700000
2016,FAST,815556,-189451000
2016,FITB,35527,-186000000
2016,DLTR,935703,-564700000
2016,ALGN,1097149,-70576000
2016,CDNS,813672,-53712000
2016,RSG,1060391,-927800000
2016,WDC,106040,-584000000
2016,NTRS,73124,-111300000
2016,DHI,882184,-86100000
2016,VEEV,1393052,-6923000
2016,HAL,45012,-798000000
2016,KEY,91576,-145000000
2016,VMC,1396009,-350148000
2016,CDW,1402057,-63500000
2016,CMS,811156,-1672000000
2016,LEN,920760,-76439000
2016,MTD,1037646,-123957000
2016,FCX,831259,-2813000000
2016,LH,920148,-203500000
2016,TFX,96943,-53135000
2016,TRU,1552033,-124000000
2016,ACGL,947484,-15303000
2016,MLM,916076,-387267000
2016,DOV,29905,-165205000
2016,COO,711404,-152640000
2016,FTNT,1262039,-67182000
2016,MRVL,1058057,-44510000
2016,MKL,1096343,-63674000
2016,OMC,29989,-165500000
2016,CINF,20286,-13000000
2016,TIF,98246,-222800000
2016,MGM,789570,-2262473000
2016,KMX,1170010,-315584000
2016,BMRN,1048477,-148380000
2016,PAYC,1590955,-43805000
2016,CTL,18926,-2981000000
2016,ULTA,1403568,-373747000
2016,XYL,1524472,-124000000
2016,TWLO,1447669,-14174000
2016,CAH,721371,-465000000
2016,EXPE,1324424,-749348000
2016,RNG,1384905,-14236000
2016,CTXS,877890,-134170000
2016,AKAM,1086222,-180949000
2016,BURL,1579298,-187507000
2016,NUE,73309,-374123000
2016,DGX,1022079,-293000000
2016,WAB,943452,-50216000
2016,HBAN,49196,-120438000
2016,HOLX,859737,-47300000
2016,LDOS,1336920,-27000000
2016,GRMN,1121788,-90960000
2016,MAS,62996,-180000000
2016,SSNC,1402436,-27926000
2016,ATO,731802,-1086950000
2016,NTAP,1002047,-160000000
2016,GPC,40987,-160643000
2016,AES,874761,-2345000000
2016,BR,1383312,-57700000
2016,L,60086,-1450000000
2016,ANET,1596532,-21419000
2016,GWW,277135,-284249000
2016,FOXA,1308161,-263000000
2016,SGEN,1060736,-27835000
2016,TDY,1094285,-87600000
2016,TTWO,946581,-37280000
2016,INCY,879169,-120277000
2016,AMTD,1173431,-105000000
2016,EXAS,1124140,-14851000
2016,NDAQ,1120193,-134000000
2016,CE,1306830,-246000000
2016,HAS,46080,-154900000
2016,FMC,37785,-130800000
2016,HRL,48465,-255524000
2016,WYNN,1174922,-1225943000
2016,QRVO,1604778,-315624000
2016,IEX,832101,-38242000
2016,VAR,203527,-80400000
2016,STE,1624899,-126407000
2016,XRAY,818479,-125000000
2016,TYL,860731,-37726000
2016,EXPD,746515,-59316000
2016,JKHY,779152,-56325000
2016,MKTX,1278021,-6385000
2016,NVR,906163,-22369000
2016,ALLE,1579241,-42500000
2016,HST,1070750,-293000000
2016,EPAM,1352010,-29317000
2016,RJF,720005,-121733000
2016,TER,97210,-85272000
2016,MYL,1623613,-390400000
2016,TXT,217346,-446000000
2016,WU,1365135,-68800000
2016,AVY,8818,-176900000
2016,NCLH,1513761,-1092091000
2016,WST,105770,-170200000
2016,FICO,814547,-21969000
2016,VMW,1124610,-153000000
2016,URI,1067701,-93000000
2016,PODD,1145197,-22115000
2016,Y,775368,-24005000
2016,AAL,6201,-5731000000
2016,DPZ,1286681,-58555000
2016,PHM,822416,-39295000
2016,TRMB,864749,-26000000
2016,TTD,1671933,-6884000
2016,TSCO,916365,-226017000
2016,UHS,352915,-21475000
2016,WRB,11544,-50829000
2016,BRO,79282,-17765000
2016,HII,1501585,-285000000
2016,BAH,1443646,-66635000
2016,WRK,1636023,-796700000
2016,PKI,31791,-31702000
2016,ARMK,1584509,-512532000
2016,HSIC,1000228,-70179000
2016,EMN,915389,-626000000
2016,VER,1507385,-100194000
2016,CCK,1219601,-473000000
2016,NDSN,72331,-60851000
2016,TAP,24545,-341800000
2016,FBHS,1519751,-149300000
2016,DISH,1001082,-603021000
2016,CHRW,1043277,-73452000
2016,MRO,101778,-1245000000
2016,PKG,75677,-274300000
2016,GWRE,1528396,-7111000
2016,BFAM,1437578,-75334000
2016,ZEN,1463172,-20647000
2016,GLPI,1575965,-330000
2016,MTN,812011,-109237000
2016,NRG,1013871,-1244000000
2016,WEX,1309108,-61799000
2016,JBHT,728535,-638430000
2016,WHR,106640,-660000000
2016,CF,1324404,-2211000000
2016,NBIX,914475,-4108000
2016,ALB,915913,-196654000
2016,OGE,1021635,-660100000
2016,CSL,790051,-108800000
2016,GGG,42888,-42113000
2016,LYV,1335258,-173827000
2016,AAP,1158449,-259559000
2016,JLL,1037976,-99800000
2016,IPG,51644,-200700000
2016,CGNX,851205,-12816000
2016,DVN,1090012,-2330000000
2016,PTC,857005,-26189000
2016,PCG,1004980,-5709000000
2016,SEIC,350894,-31397000
2016,TRGP,1389170,-562100000
2016,UGI,884614,-563800000
2016,TTC,737758,-50723000
2016,USFD,1665918,-164395000
2016,CY,791915,-57398000
2016,ON,1097864,-210700000
2016,AZPN,929940,-3483000
2016,CTLT,1596783,139600000
2016,POOL,945841,-34352000
2016,NOV,1021860,-284000000
2016,SRPT,873303,-5341000
2016,LII,1069202,-84300000
2016,ABMD,815094,-15624000
2016,XPO,1166003,-483400000
2016,VOYA,1535929,-66700000
2016,G,1398659,-88772000
2016,MASI,937556,-19707000
2016,CPB,16732,-341000000
2016,DVA,927066,-829095000
2016,CZR,858339,-220000000
2016,LAMR,1090425,-107612000
2016,MOH,1179929,-176000000
2016,ZION,109380,-195663000
2016,ALK,766421,-678000000
2016,JAZZ,1232524,-7832000
2016,EEFT,1029199,-87411000
2016,MHK,851968,-672125000
2016,TPR,1116132,-396400000
2016,NWL,814453,-441400000
2016,OLED,1005284,-7300000
2016,JNPR,1043604,-214700000
2016,LEA,842162,-528300000
2016,RS,861884,-154900000
2016,ST,1477294,-130217000
2016,ENTG,1101302,-65260000
2016,FFIV,1048695,-63488000
2016,LPLA,1397911,-127646000
2016,SLG,1040971,-411950000
2016,CRL,1100682,-55288000
2016,ATR,896622,-128986000
2016,IONS,874015,-7107000
2016,NLSN,1492633,-109000000
2016,BG,1144519,-784000000
2016,CABO,1632127,-125534000
2016,PNR,77360,-117800000
2016,ACM,868857,-191386000
2016,MOS,1285785,-843100000
2016,FLIR,354908,-35940000
2016,KSS,885639,-768000000
2016,CBSH,22356,-24478000
2016,HUBS,1404655,-15789000
2016,PBCT,1378946,-23600000
2016,PFPT,1212458,-34407000
2016,IVZ,914208,-147700000
2016,RHI,315213,-82956000
2016,WBC,1390844,-104000000
2016,SPR,1364885,-254000000
2016,DCI,29644,-72900000
2016,FAF,1472787,-132265000
2016,POST,1530950,-121500000
2016,PRAH,1613859,-33143000
2016,CACI,16058,-20835000
2016,TCF,814184,-34513000
2016,XRX,108772,-93000000
2016,PLNT,1637207,-15377000
2016,PB,1068851,-5007000
2016,PVH,78239,-246600000
2016,CIEN,936395,-107185000
2016,HFC,48039,-372195000
2016,HZNP,1492426,-15731000
2016,HTA,1360604,-42994000
2016,FLS,30625,-89699000
2016,WWD,108312,-175692000
2016,FIVE,1177609,-44794000
2016,CW,26324,-46776000
2016,DNKN,1357204,-15174000
2016,ARW,7536,-154800000
2016,MIDD,769520,-24817000
2016,OSK,775158,-92500000
2016,ACC,1283630,-61587000
2016,BWXT,1486957,-52634000
2016,ITT,216228,-111400000
2016,MKSI,1049502,-19123000
2016,UNM,5513,-85000000
2016,MDU,67716,-388183000
2016,STLD,1022671,-198160000
2016,W,1616707,-96707000
2016,SABR,1597033,-327647000
2016,Z,1617640,-62060000
2016,TOL,794170,-28426000
2016,INGR,1046257,-284000000
2016,JBL,898293,-924239000
2016,RL,1037038,-418000000
2016,NATI,935494,-44425000
2016,CASY,726958,-392839000
2016,JBLU,1158463,-850000000
2016,SON,91767,-186741000
2016,SEE,1012100,-275700000
2016,BERY,1378992,-288000000
2016,ETSY,1370637,-35981000
2016,SNX,1177394,-123233000
2016,SRCL,861878,-136160000
2016,WSO,105016,-43577000
2016,WSM,719955,-197414000
2016,MAN,871763,-56900000
2016,PWR,1050915,-212555000
2016,NUAN,1002517,-54883000
2016,PEN,1321732,-13635000
2016,LB,701985,-990000000
2016,NXST,1142417,-31870000
2016,IDA,1057877,-296950000
2016,LECO,59527,-49877000
2016,NYT,71691,-30095000
2016,BPOP,763901,-100320000
2016,ROL,84839,-33081000
2016,EXEL,939767,-1703000
2016,THG,944695,-15700000
2016,CREE,895419,-120018000
2016,PII,931015,-209137000
2016,HOG,793952,-256263000
2016,M,794367,-596000000
2016,CFR,39263,-53648000
2016,HBI,1359841,-83399000
2016,HE,354707,-330043000
2016,WPX,1518832,578000000
2016,NYCB,910073,-84179000
2016,SNV,18349,-34317000
2016,ALSN,1411207,-70600000
2016,BRKR,1109354,-37100000
2016,BC,14930,-193900000
2016,BLUE,1293971,-15995000
2016,ZNGA,1439404,-10313000
2016,AWI,7431,-104200000
2016,MTG,876437,-10552000
2016,IPGP,1111928,-127042000
2016,MANH,1056696,-6843000
2016,SERV,1428875,-56000000
2016,HHC,1498828,-9662000
2016,MAT,63276,-122069000
2016,SMG,825542,-58300000
2016,AYI,1144215,-83700000
2016,HEI,46619,-30863000
2016,CRI,1060822,-88556000
2016,DISCA,1437107,-88000000
2016,HUN,1307954,-421000000
2016,KNX,1492691,-239446000
2016,PCTY,1591698,-16083000
2016,RP,1286225,-75241000
2016,GPK,1408075,-278600000
2016,HRB,12659,-99923000
2016,HP,46765,-257169000
2016,AGCO,880266,-201000000
2016,CACC,885550,-5500000
2016,DLB,1308547,-100762000
2016,CR,25445,-51500000
2016,LSTR,853816,-22645000
2016,KEX,56047,-231066000
2016,LAZ,1311370,-38749000
2016,LFUS,889331,-46228000
2016,NCR,70866,-73000000
2016,WBS,801337,-40731000
2016,CLH,822818,-219384000
2016,THO,730263,-51976000
2016,FL,850209,-266000000
2016,UTHR,1082554,-38000000
2016,FSLR,1274494,-229452000
2016,JWN,72333,-846000000
2016,PSTG,1474432,-76773000
2016,ADS,1101215,-207000000
2016,PACW,1102112,-8183000
2016,FLO,1128928,-101727000
2016,TPX,1206264,-62400000
2016,STL,1070154,-4326000
2016,AMG,1004434,-20200000
2016,WEN,30697,-150023000
2016,LOGM,1420302,-14015000
2016,IART,917520,-47328000
2016,FHB,36377,-15541000
2016,GPS,39911,-524000000
2016,FNB,37808,-59327000
2016,RYN,52827,-58723000
2016,UNVR,1494319,-90100000
2016,LOPE,1434588,-178292000
2016,EXP,918646,-89563000
2016,NKTR,906709,-6392000
2016,CLGX,36047,-45211000
2016,ICUI,883984,-23361000
2016,TKR,98362,-137500000
2016,AVT,8858,-147548000
2016,VSAT,797721,-377894000
2016,FCNCA,798941,-81841000
2016,WTFC,1015328,-33923000
2016,WRI,828916,-101179000
2016,NFG,70145,-581576000
2016,COHR,21510,-49327000
2016,GRA,1045309,-116900000
2016,SAGE,1597553,-1421000
2016,COTY,1024305,-150100000
2016,RBC,82811,-65200000
2016,CNK,1385280,-326908000
2016,MUR,717423,-926948000
2016,MIC,1289790,-314684000
2016,SCCO,1001838,-1118500000
2016,UHAL,4457,-1509154000
2016,H,1468174,-211000000
2016,GT,42582,-996000000
2016,ENR,1632790,-28700000
2016,FEYE,1370880,-36314000
2016,PBF,1534504,-298737000
2016,VMI,102729,-57920000
2016,MSM,1003078,-87930000
2016,NEWR,1448056,-11732000
2016,MORN,1289419,-62800000
2016,EVR,1360901,-18439000
2016,TRIP,1526520,-72000000
2016,ALKS,1520262,-43657000
2016,SIX,701374,-129258000
2016,RIG,1451505,-1344000000
2016,AGIO,1439222,-9915000
2016,AGR,1634997,-1707000000
2016,NEU,1282637,-142874000
2016,TCBI,1077428,-2176000
2016,DKS,1089063,-421920000
2016,OLLI,1639300,-16438000
2016,TDC,816761,-53000000
2016,KAR,1395942,-155100000
2016,BOKF,875357,-199802000
2016,R,85961,-1905157000
2016,OLN,74303,-278000000
2016,THS,1320695,-175231000
2016,SPB,1487730,-95200000
2016,SLGN,849869,-191893000
2016,CBT,16040,-112000000
2016,CC,1627223,-338000000
2016,COMM,1517228,-68314000
2016,TREE,1434621,-31955000
2016,AN,350698,-244500000
2016,GHC,104889,-66612000
2016,WLK,1262823,-628483000
2016,TRN,99780,-134300000
2016,WWE,1091907,-29904000
2016,UFS,1381531,-347000000
2016,WCC,929008,-17957000
2016,NUS,1021561,-50221000
2016,SATS,1415404,-722341000
2016,PINC,1577916,-76990000
2016,SBGI,912752,-94465000
2016,URBN,912615,-134950000
2016,BGCP,1094831,-52659000
2016,AMCX,1514991,-79220000
2016,PTEN,889900,-119799000
2016,X,1163302,-306000000
2016,PPC,802481,-272467000
2016,MCY,64996,-16979000
2016,CNA,21175,-146000000
2016,TWOU,1459417,-7648000
2016,TFSL,1381668,-9125000
2016,SEB,88121,-158000000
2016,VIRT,1592386,-11859000
2016,ANAT,904163,-47301000
2016,RRC,315852,-3052000
