year,Company,CIK,Payments to acquire property
2012,ALL,899051,-285
2012,DD,30554,-1793
2012,ROP,882835,-38405
2012,CNC,1071739,-82144
2012,OXY,797468,-10226
2012,XEL,72903,-2570209
2012,CTSH,1058290,-334465
2012,MPC,1510295,-1369
2012,VLO,1035002,-2931
2012,IR,1466258,-262.6
2012,ZBH,1136869,-114.7
2012,YUM,1041061,-1099
2012,HPQ,47217,-3706
2012,WEC,783325,-707
2012,TROW,1113169,-76.9
2012,OKE,1039684,-1866153
2012,ORLY,898173,-300719
2012,JCI,833444,-406
2012,TDG,1260221,-25246
2012,WDAY,1327811,-65
2012,REGN,872589,-49337
2012,AVB,915912,-3076
2012,MSI,68505,-187
2012,PEG,788784,-2574
2012,LULU,1397187,-93229
2012,SBAC,1034054,-113265
2012,WLTW,1140536,-135
2012,MCK,927653,-225
2012,KLAC,319201,-57596
2012,EIX,827052,-4149
2012,VRSK,1442145,-74373
2012,PCAR,75362,-515.4
2012,MNST,865752,-42935
2012,ADM,7084,-1477
2012,TMUS,1283699,-845850
2012,AZO,866787,-378054
2012,SWK,93556,-386
2012,MCHP,827054,-44398
2012,CMI,26172,-690
2012,BLL,9389,-305
2012,CERN,804753,-183429
2012,AWK,1410636,-928574
2012,MSCI,1408198,-1811
2012,DFS,1393612,-144
2012,TSN,100493,-690
2012,CSGP,1057352,-14834
2012,RMD,943819,-47135
2012,ANSS,1013462,-23977
2012,LVS,1300514,-1449234
2012,SNPS,883241,-54191
2012,XLNX,743988,-70071
2012,AMP,820027,-137
2012,HSY,47111,-258727
2012,VRSN,1014473,-53023
2012,VTR,740260,-69430
2012,DXCM,1093557,-9.5
2012,FAST,815556,-138406
2012,FITB,35527,-362
2012,DLTR,935703,-312.2
2012,ALGN,1097149,-38333
2012,CLX,21076,-192
2012,CDNS,813672,-35966
2012,RSG,1060391,-903.5
2012,CPRT,900075,-54832
2012,RCL,884887,-1291499
2012,WDC,106040,-717
2012,BBY,764478,-766
2012,DHI,882184,-33.6
2012,HAL,45012,-3566
2012,KEY,91576,-152
2012,CDW,1402057,-41.4
2012,CMS,811156,-1227
2012,EFX,33185,-66
2012,MTD,1037646,-95588
2012,LH,920148,-173.8
2012,TFX,96943,-65394
2012,MXIM,743316,-264348
2012,DOV,29905,-297012
2012,COO,711404,-99779
2012,FTNT,1262039,-22083
2012,MRVL,1058057,-68186
2012,MKL,1096343,-45519
2012,KSU,54480,-540
2012,OMC,29989,-226.3
2012,CINF,20286,-6
2012,TIF,98246,-219530
2012,MGM,789570,-422763
2012,KMX,1170010,-172616
2012,BMRN,1048477,-44571
2012,CTL,18926,-2919
2012,CAH,721371,-263
2012,EXPE,1324424,-235697
2012,CTXS,877890,-122958
2012,AKAM,1086222,-165642
2012,NUE,73309,-440502
2012,DGX,1022079,-182234
2012,WAB,943452,-36001
2012,HBAN,49196,-129641
2012,HOLX,859737,-33149
2012,LDOS,1336920,-48
2012,GRMN,1121788,-38445
2012,MAS,62996,-119
2012,SSNC,1402436,-17187
2012,ABC,1140859,-164041
2012,ATO,731802,-732858
2012,NTAP,1002047,-407.1
2012,GPC,40987,-101987
2012,AES,874761,-2236
2012,BR,1383312,-33.8
2012,L,60086,-1236
2012,SIVB,719739,-38291
2012,SGEN,1060736,-10485
2012,TDY,1094285,-65.3
2012,TTWO,946581,-3149
2012,INCY,879169,-2839
2012,NDAQ,1120193,-87
2012,CE,1306830,-361
2012,HAS,46080,-112091
2012,ZBRA,877212,-22443
2012,FMC,37785,-206.6
2012,HRL,48465,-132303
2012,WYNN,1174922,-240985
2012,ALNY,1178670,-8348
2012,IEX,832101,-35807
2012,VAR,203527,-61103
2012,XRAY,818479,-92072
2012,EXPD,746515,-47626
2012,JKHY,779152,-41441
2012,MKTX,1278021,-5153
2012,NVR,906163,-12365
2012,HST,1070750,-366
2012,EPAM,1352010,-13376
2012,RJF,720005,-77515
2012,TER,97210,-119080
2012,TXT,217346,-480
2012,WU,1365135,-60.9
2012,AVY,8818,-95
2012,FICO,814547,-25483
2012,VMW,1124610,-234458
2012,URI,1067701,-97
2012,PODD,1145197,-10991
2012,Y,775368,-8123
2012,AAL,6201,-1888
2012,DPZ,1286681,-29267
2012,PHM,822416,-13942
2012,TRMB,864749,-54071
2012,TSCO,916365,-152924
2012,UHS,352915,-363192
2012,PNW,764622,-884350
2012,WRB,11544,-40556
2012,FDS,1013237,-22520
2012,HII,1501585,-162
2012,PKI,31791,-42408
2012,LKQ,1065696,-88255
2012,HSIC,1000228,-51237
2012,EMN,915389,-465
2012,NDSN,72331,-30959
2012,TAP,24545,-222.3
2012,FBHS,1519751,-75
2012,DISH,1001082,-957566
2012,CHRW,1043277,-36096
2012,SIRI,908937,-97293
2012,MRO,101778,-4940
2012,PKG,75677,-128524
2012,GWRE,1528396,-5619
2012,MTN,812011,-132625
2012,NRG,1013871,-3396
2012,WEX,1309108,-28036
2012,JBHT,728535,-439494
2012,WHR,106640,-476
2012,CF,1324404,-523.5
2012,NBIX,914475,-971
2012,ALB,915913,-280873
2012,OGE,1021635,-1150.6
2012,CSL,790051,-140.4
2012,GGG,42888,-18234
2012,LYV,1335258,-123811
2012,AAP,1158449,-271182
2012,IRM,1020569,-240683
2012,IPG,51644,-169.2
2012,CGNX,851205,-9878
2012,DVN,1090012,-8225
2012,PTC,857005,-31413
2012,PCG,1004980,-4624
2012,SEIC,350894,-23070
2012,TRGP,1389170,-582.7
2012,UGI,884614,-339.4
2012,TTC,737758,-43242
2012,CY,791915,-33013
2012,AZPN,929940,-4241
2012,POOL,945841,-16271
2012,NOV,1021860,-583
2012,SRPT,873303,-108
2012,LII,1069202,-50.2
2012,ABMD,815094,-1745
2012,G,1398659,-83337
2012,MASI,937556,-10828
2012,CPB,16732,-323
2012,CZR,858339,-507.7
2012,LAMR,1090425,-105570
2012,ZION,109380,-68894
2012,ALK,766421,-518
2012,JAZZ,1232524,-5976
2012,EEFT,1029199,-46212
2012,BIO,12208,-152417
2012,MHK,851968,-208294
2012,TPR,1116132,-184309
2012,NWL,814453,-177.2
2012,OLED,1005284,-2737
2012,TECH,842023,-6017
2012,JNPR,1043604,-348.7
2012,LEA,842162,-458.3
2012,RS,861884,-214
2012,ST,1477294,-54786
2012,ENTG,1101302,-49929
2012,FFIV,1048695,-29867
2012,SLG,1040971,-148148
2012,CRL,1100682,-47534
2012,ATR,896622,-174053
2012,IONS,874015,-1479
2012,NLSN,1492633,-132
2012,BG,1144519,-1095
2012,PNR,77360,-94532
2012,ACM,868857,-62874
2012,FLIR,354908,-58089
2012,KSS,885639,-785
2012,BEN,38777,-78.4
2012,CBSH,22356,-34969
2012,PBCT,1378946,-19.9
2012,EWBC,1069157,-10280
2012,PFPT,1212458,-5904
2012,DEI,1364250,-60158
2012,IVZ,914208,-99.3
2012,RHI,315213,-50056
2012,WBC,1390844,-91.7
2012,SPR,1364885,-236.1
2012,DCI,29644,-78139
2012,FAF,1472787,-83892
2012,OC,1370946,-332
2012,POST,1530950,-30.9
2012,CACI,16058,-18284
2012,TCF,814184,-44082
2012,XRX,108772,-388
2012,PB,1068851,-12441
2012,PVH,78239,-169841
2012,CIEN,936395,-48098
2012,HZNP,1492426,-1336
2012,HTA,1360604,-22909
2012,FLS,30625,-135539
2012,WWD,108312,-64900
2012,CW,26324,-82954
2012,DNKN,1357204,-22398
2012,HXL,717605,-263.7
2012,MIDD,769520,-7652
2012,OSK,775158,-55.9
2012,ACC,1283630,-31332
2012,BWXT,1486957,-86635
2012,ITT,216228,-83.8
2012,MKSI,1049502,-17705
2012,MDU,67716,-872920
2012,STLD,1022671,-223525
2012,LEG,58492,-71
2012,TOL,794170,-14495
2012,INGR,1046257,-313
2012,JBL,898293,-497697
2012,RL,1037038,-272.2
2012,NATI,935494,-89073
2012,CASY,726958,-240874
2012,JBLU,1158463,-542
2012,SON,91767,-214862
2012,SEE,1012100,-124.4
2012,SNX,1177394,-14481
2012,SRCL,861878,-65236
2012,WSO,105016,-12317
2012,WSM,719955,-130353
2012,MAN,871763,-72
2012,PWR,1050915,-209445
2012,NUAN,1002517,-62910
2012,NXST,1142417,-17260
2012,IDA,1057877,-239761
2012,LECO,59527,-52715
2012,EPR,1045450,-73188
2012,BPOP,763901,-54899
2012,ROL,84839,-19040
2012,EXEL,939767,-2717
2012,THG,944695,-21.3
2012,EV,350797,-4109
2012,PII,931015,-103083
2012,HOG,793952,-189002
2012,M,794367,-555
2012,CFR,39263,-24891
2012,HBI,1359841,-40994
2012,HE,354707,-325480
2012,WPX,1518832,-1521
2012,NYCB,910073,-38761
2012,FHN,36966,-21862
2012,SNV,18349,-30485
2012,ALSN,1411207,-123.9
2012,BRKR,1109354,-72.8
2012,BC,14930,-90
2012,ZNGA,1439404,-98054
2012,AWI,7431,-198.8
2012,SKX,1065837,-52452
2012,IPGP,1111928,-68184
2012,MANH,1056696,-7873
2012,MAT,63276,-110978
2012,SMG,825542,-69.4
2012,AYI,1144215,-31.4
2012,HEI,46619,-15262
2012,CRI,1060822,-83398
2012,DISCA,1437107,-77
2012,HUN,1307954,-412
2012,KNX,1492691,-293216
2012,RP,1286225,-18774
2012,GPK,1408075,-203.3
2012,HRB,12659,-82457
2012,HP,46765,-1097680
2012,AGCO,880266,-340.5
2012,CACC,885550,-8.8
2012,DLB,1308547,-167349
2012,CR,25445,-29308
2012,LSTR,853816,-7072
2012,KEX,56047,-312167
2012,LAZ,1311370,-89301
2012,LFUS,889331,-22529
2012,NCR,70866,-80
2012,WBS,801337,-21983
2012,CLH,822818,-197397
2012,THO,730263,-10063
2012,FL,850209,-152
2012,UTHR,1082554,-111905
2012,FSLR,1274494,-379228
2012,JWN,72333,-513
2012,ADS,1101215,-116455
2012,PACW,1102112,-4914
2012,FLO,1128928,-67259
2012,HLF,1180262,-121524
2012,TPX,1206264,-50.5
2012,AMG,1004434,-20
2012,MRNA,737207,-3
2012,WEN,30697,-197590
2012,IART,917520,-69031
2012,GPS,39911,-659
2012,FNB,37808,-12780
2012,RYN,52827,-157562
2012,LOPE,1434588,-97653
2012,EXP,918646,-26099
2012,NKTR,906709,-10583
2012,CLGX,36047,-52600
2012,ICUI,883984,-19160
2012,TKR,98362,-297.2
2012,AVT,8858,-128652
2012,VSAT,797721,-204973
2012,FCNCA,798941,-88883
2012,WTFC,1015328,-74326
2012,WRI,828916,-95743
2012,NFG,70145,-1036784
2012,COHR,21510,-36051
2012,GRA,1045309,-138.5
2012,CHH,1046311,-15443
2012,CFX,1420800,-83586
2012,MFA,1055160,-443
2012,LM,704051,-31822
2012,CNK,1385280,-220727
2012,MUR,717423,-3674621
2012,PEGA,1013857,-23610
2012,UHAL,4457,-589799
2012,H,1468174,-301
2012,BKU,1504008,-31958
2012,GT,42582,-1127
2012,VMI,102729,-97074
2012,MSM,1003078,-47691
2012,MORN,1289419,-30039
2012,EVR,1360901,-13941
2012,ALKS,1520262,-16988
2012,RIG,1451505,-1303
2012,ACHC,1520697,-27595
2012,NEU,1282637,-38753
2012,TCBI,1077428,-3538
2012,DKS,1089063,-219026
2012,TDC,816761,-67
2012,KAR,1395942,-102
2012,R,85961,-2133235
2012,OLN,74303,-255.7
2012,S,101830,-4261
2012,THS,1320695,-70277
2012,SPB,1487730,46809
2012,SLGN,849869,-119241
2012,CBT,16040,-281
2012,TREE,1434621,-6110
2012,AN,350698,-160.6
2012,CMD,19446,-5502
2012,GHC,104889,-217995
2012,WLK,1262823,-386882
2012,TRN,99780,-116.6
2012,WWE,1091907,-33890
2012,WCC,929008,-23084
2012,NUS,1021561,-96645
2012,SATS,1415404,-513005
2012,SBGI,912752,-43986
2012,URBN,912615,-190010
2012,BGCP,1094831,-36759
2012,AMCX,1514991,-18557
2012,PTEN,889900,-973988
2012,X,1163302,-723
2012,MCY,64996,-15177
2012,CNA,21175,-94
2012,TFSL,1381668,-7332
2012,ANAT,904163,-30838
2012,RRC,315852,-4762
