year,Company,CIK,Revenue,NetIncomeLoss,Payments to acquire property
2015,EL,1001250,Income statement not found,0,-473000000.0
2015,GM,1467858,Income statement not found,0,-7874000000.0
2015,MCO,1059556,3484500000.0,0,-89000000.0
2015,SPG,1063761,Income statement not found,0,tag not found
2015,ADI,6281,3435092000.0,696878000.0,-153960000.0
2015,ETN,1551182,20855000000.0,0,-506000000.0
2015,ROST,745732,Income statement not found,1020661000.0,-366960000.0
2015,PSX,1534701,Income statement not found,cash flow not found,cash flow not found
2015,KMI,1506307,14403000000.0,0,-3896000000.0
2015,DG,29534,0,0,-504806000.0
2015,HCA,860730,Income statement not found,0,-2375000000.0
2015,MAR,1048286,14486000000.0,859000000.0,-305000000.0
2015,ALL,899051,35653000000.0,2171000000.0,-303000000.0
2015,DD,30554,Income statement not found,0,-1629000000.0
2015,MET,1099219,69951000000.0,0,tag not found
2015,WBA,1618921,Income statement not found,0,-1251000000.0
2015,ROP,882835,Income statement not found,696067000.0,-36260000.0
2015,PRU,1137774,57119000000.0,0,tag not found
2015,AFL,4977,Income statement not found,2533000000.0,tag not found
2015,BK,1390777,Income statement not found,cash flow not found,cash flow not found
2015,CNC,1071739,22760000000.0,0,-150000000.0
2015,OXY,797468,12480000000.0,0,-5272000000.0
2015,XEL,72903,11024486000.0,984485000.0,-3683359000.0
2015,NEM,1164727,Income statement not found,cash flow not found,cash flow not found
2015,FDX,1048911,47453000000.0,1050000000.0,-4347000000.0
2015,SYY,96021,Income statement not found,cash flow not found,cash flow not found
2015,CTSH,1058290,12416000000.0,1623600000.0,-272800000.0
2015,MPC,1510295,0,0,-1998000000.0
2015,TRV,86312,Income statement not found,cash flow not found,cash flow not found
2015,VLO,1035002,0,0,-1618000000.0
2015,IR,1466258,Income statement not found,0,-249600000.0
2015,DAL,27904,40704000000.0,4526000000.0,tag not found
2015,PSA,1393311,Income statement not found,cash flow not found,cash flow not found
2015,F,37996,Income statement not found,cash flow not found,cash flow not found
2015,ZBH,1136869,Income statement not found,0,-167700000.0
2015,YUM,1041061,13105000000.0,0,-973000000.0
2015,HPQ,47217,Income statement not found,0,-3603000000.0
2015,INFO,1598014,Income statement not found,0,-3603000000.0
2015,WEC,783325,Income statement not found,640300000.0,-1266200000.0
2015,HLT,1585689,11272000000.0,0,-310000000.0
2015,GIS,40704,Income statement not found,0,-712400000.0
2015,TROW,1113169,0,1223000000.0,-151300000.0
2015,EA,712515,4515.0,875.0,tag not found
2015,OKE,1039684,7763206000.0,0,-1188312000.0
2015,STZ,16918,0,0,-719.4
2015,ORLY,898173,7966674000.0,931216000.0,-414020000.0
2015,ED,1047862,Income statement not found,cash flow not found,cash flow not found
2015,JCI,833444,9902000000.0,551000000.0,-246000000.0
2015,TDG,1260221,2707115000.0,447212000.0,-54871000.0
2015,WDAY,1327811,1162346000.0,0,-133667000.0
2015,APH,820313,0,cash flow not found,cash flow not found
2015,EQR,906107,2744965000.0,0,tag not found
2015,REGN,872589,Income statement not found,636056000.0,-677933000.0
2015,AVB,915912,Income statement not found,0,-7695000.0
2015,MSI,68505,5695000000.0,610000000.0,-175000000.0
2015,PEG,788784,10415000000.0,1679000000.0,-3863000000.0
2015,PPG,79879,Income statement not found,cash flow not found,cash flow not found
2015,ES,72741,7954827000.0,cash flow not found,cash flow not found
2015,STT,93751,Income statement not found,cash flow not found,cash flow not found
2015,LULU,1397187,Income statement not found,266047000.0,-143487000.0
2015,EBAY,1065088,Income statement not found,cash flow not found,cash flow not found
2015,SBAC,1034054,1638474000.0,-175656000.0,-208707000.0
2015,WLTW,1140536,3829000000.0,-175656000.0,-208707000.0
2015,PAYX,723531,Income statement not found,674900000.0,-102800000.0
2015,FE,1031296,Income statement not found,cash flow not found,cash flow not found
2015,FLT,1175454,1702865000.0,362431000.0,-41875000.0
2015,MCK,927653,179045.0,0,-376.0
2015,KLAC,319201,2814049000.0,366158000.0,-45791000.0
2015,EIX,827052,11524000000.0,0,-4225000000.0
2015,PH,76334,Income statement not found,cash flow not found,cash flow not found
2015,LUV,92380,Income statement not found,cash flow not found,cash flow not found
2015,SQ,1512673,Income statement not found,cash flow not found,cash flow not found
2015,VRSK,1442145,0,507577000.0,-166138000.0
2015,PCAR,75362,0,507577000.0,-166138000.0
2015,A,1090872,Income statement not found,cash flow not found,cash flow not found
2015,MNST,865752,0,0,-35605000.0
2015,PPL,922224,7669000000.0,0,-3533000000.0
2015,WMB,107263,Income statement not found,cash flow not found,cash flow not found
2015,VFC,103379,12376744000.0,1231593000.0,tag not found
2015,ETR,65984,0,0,tag not found
2015,DLR,1297996,Income statement not found,0,tag not found
2015,ADM,7084,Income statement not found,0,-1125000000.0
2015,TMUS,1283699,Income statement not found,733000000.0,-4724000000.0
2015,O,726728,0,0,tag not found
2015,AZO,866787,10187340000.0,1160241000.0,-480579000.0
2015,SWK,93556,11171800000.0,883700000.0,-311400000.0
2015,TWTR,1418091,2218032000.0,-521031000.0,-347280000.0
2015,SPLK,1353283,668435000.0,0,-51332000.0
2015,MCHP,827054,2147036.0,0,-6663.0
2015,CMI,26172,19110000000.0,0,-744000000.0
2015,DTE,936340,10337000000.0,727000000.0,-1545000000.0
2015,BLL,9389,Income statement not found,0,-527900000.0
2015,CERN,804753,4425267000.0,539362000.0,-362132000.0
2015,AWK,1410636,0,0,tag not found
2015,CTAS,723254,4476886000.0,430618000.0,-217720000.0
2015,MSCI,1408198,272893000.0,430618000.0,-217720000.0
2015,DFS,1393612,0,2297000000.0,-168000000.0
2015,TSN,100493,41373000000.0,0,-854000000.0
2015,CSGP,1057352,711764000.0,-3465000.0,-35061000.0
2015,RMD,943819,1678912000.0,352886000.0,-62502000.0
2015,ANSS,1013462,942753000.0,252521000.0,-16145000.0
2015,ROK,1024478,Income statement not found,cash flow not found,cash flow not found
2015,PXD,1038357,4825000000.0,0,tag not found
2015,IDXX,874716,1601892000.0,0,-82921000.0
2015,LVS,1300514,11688461000.0,0,-1528642000.0
2015,SNPS,883241,2242211000.0,225934000.0,-86965000.0
2015,FTV,1659166,2242211000.0,225934000.0,-86965000.0
2015,PANW,1327567,283879000.0,-164982000.0,-33828000.0
2015,MTB,36270,Income statement not found,cash flow not found,cash flow not found
2015,AME,1037868,Income statement not found,cash flow not found,cash flow not found
2015,XLNX,743988,2377344.0,648216.0,-29619.0
2015,BXP,1037540,2490821000.0,0,tag not found
2015,LYB,1489393,32735000000.0,0,-1440000000.0
2015,KR,56873,0,0,-3349000000.0
2015,AMP,820027,Income statement not found,0,-133000000.0
2015,ALXN,899866,2604047000.0,cash flow not found,cash flow not found
2015,HSY,47111,7386626000.0,512951000.0,-329707000.0
2015,VRSN,1014473,Income statement not found,0,-40656000.0
2015,CMG,1058090,Income statement not found,cash flow not found,cash flow not found
2015,VTR,740260,3286398000.0,0,-107487000.0
2015,DXCM,1093557,402000000.0,-57600000.0,-33299999.999999996
2015,SYF,1601712,Income statement not found,cash flow not found,cash flow not found
2015,FAST,815556,Income statement not found,516361000.0,-155168000.0
2015,WY,106535,Income statement not found,cash flow not found,cash flow not found
2015,GLW,24741,0,1339000000.0,tag not found
2015,FITB,35527,0,0,-164000000.0
2015,HIG,874766,Income statement not found,cash flow not found,cash flow not found
2015,DLTR,935703,Income statement not found,282400000.0,-480500000.0
2015,ALGN,1097149,845486000.0,144020000.0,-53451000.0
2015,CLX,21076,5655000000.0,580000000.0,-125000000.0
2015,CDNS,813672,Income statement not found,252417000.0,-44808000.0
2015,RSG,1060391,9115000000.0,0,-945600000.0
2015,CPRT,900075,1146079000.0,cash flow not found,cash flow not found
2015,SWKS,4127,Income statement not found,cash flow not found,cash flow not found
2015,ESS,920522,1194407000.0,0,tag not found
2015,RCL,884887,Income statement not found,665783000.0,-1613340000.0
2015,WDC,106040,0,1465000000.0,-612000000.0
2015,AEE,1002910,Income statement not found,cash flow not found,cash flow not found
2015,BBY,764478,Income statement not found,cash flow not found,cash flow not found
2015,NTRS,73124,0,973800000.0,-98500000.0
2015,DHI,882184,Income statement not found,973800000.0,-98500000.0
2015,MKC,63754,Income statement not found,cash flow not found,cash flow not found
2015,VEEV,1393052,Income statement not found,54460000.0,-21153000.0
2015,HAL,45012,23633000000.0,0,-2184000000.0
2015,KEY,91576,0,0,-75000000.0
2015,VMC,1396009,Income statement not found,0,-75000000.0
2015,HPE,1645590,Income statement not found,cash flow not found,cash flow not found
2015,CDW,1402057,3418400000.0,403100000.0,-90100000.0
2015,AJG,354190,5392400000.0,cash flow not found,cash flow not found
2015,CMS,811156,6456000000.0,0,-1564000000.0
2015,ARE,1035443,0,0,tag not found
2015,UAL,100517,Income statement not found,cash flow not found,cash flow not found
2015,EFX,33185,0,cash flow not found,cash flow not found
2015,LEN,920760,2945567000.0,0,tag not found
2015,MTD,1037646,2395447000.0,352820000.0,-82506000.0
2015,KHC,1637459,0,0,-120000000.0
2015,CHD,313927,0,cash flow not found,cash flow not found
2015,FCX,831259,15877000000.0,cash flow not found,cash flow not found
2015,KEYS,1601046,Income statement not found,cash flow not found,cash flow not found
2015,LH,920148,8680100000.0,0,-255800000.0
2015,TFX,96943,1809690000.0,0,-61448000.0
2015,TRU,1552033,0,0,-132199999.99999999
2015,IAC,891103,Income statement not found,cash flow not found,cash flow not found
2015,ACGL,947484,3936590000.0,cash flow not found,cash flow not found
2015,MXIM,743316,0,206038000.0,-75816000.0
2015,IP,51434,Income statement not found,cash flow not found,cash flow not found
2015,MLM,916076,Income statement not found,0,-318232000.0
2015,DOV,29905,Income statement not found,869829000.0,-154251000.0
2015,TEAM,1650372,Income statement not found,869829000.0,-154251000.0
2015,COO,711404,1797060000.0,0,-243023000.0
2015,CFG,759944,0,0,-121000000.0
2015,FTNT,1262039,1009268000.0,7987000.0,-37358000.0
2015,MRVL,1058057,3706963.0,435346.0,-63030.0
2015,K,55067,Income statement not found,cash flow not found,cash flow not found
2015,MKL,1096343,Income statement not found,0,-79755000.0
2015,KSU,54480,2418800000.0,0,-79755000.0
2015,INVH,1687229,2418800000.0,0,-79755000.0
2015,OMC,29989,15134400000.0,0,-202700000.0
2015,CINF,20286,5142000000.0,634000000.0,-10000000.0
2015,CXO,1358071,0,65900000.0,tag not found
2015,TIF,98246,Income statement not found,463900000.0,-252700000.0
2015,MGM,789570,9190068000.0,0,-1466819000.0
2015,KMX,1170010,Income statement not found,597358.0,-309817.0
2015,YUMC,1673358,Income statement not found,597358.0,-309817.0
2015,RF,1281761,0,1062000000.0,tag not found
2015,HES,4447,Income statement not found,cash flow not found,cash flow not found
2015,BMRN,1048477,889895000.0,-171799000.0,-227653000.0
2015,PAYC,1590955,889895000.0,0,-16549000.0
2015,MAA,912595,889895000.0,0,-16549000.0
2015,CAG,23217,0,0,-471900000.0
2015,CTL,18926,17900000000.0,878000000.0,-2872000000.0
2015,ULTA,1403568,1268295000.0,320008000.0,-299167000.0
2015,XYL,1524472,Income statement not found,340000000.0,-117000000.0
2015,TWLO,1447669,Income statement not found,340000000.0,-117000000.0
2015,PFG,1126328,11964400000.0,0,tag not found
2015,CAH,721371,Income statement not found,1215000000.0,-300000000.0
2015,EXPE,1324424,6672317000.0,0,-787041000.0
2015,RNG,1384905,296228000.0,0,-787041000.0
2015,CTXS,877890,3275594000.0,319361000.0,-160825000.0
2015,IFF,51253,Income statement not found,cash flow not found,cash flow not found
2015,AKAM,1086222,2197448000.0,321406000.0,-311676000.0
2015,BURL,1579298,5129843000.0,150482000.0,-201787000.0
2015,NUE,73309,Income statement not found,0,-374123000.0
2015,DGX,1022079,7493000000.0,0,-263000000.0
2015,WAB,943452,3307998000.0,398628000.0,-49428000.0
2015,HBAN,49196,0,398628000.0,-49428000.0
2015,DRI,940944,Income statement not found,709500000.0,-296500000.0
2015,HOLX,859737,2705000000.0,131600000.0,48100000.0
2015,SUI,912593,674731000.0,0,tag not found
2015,WPC,1025378,938383000.0,0,tag not found
2015,LDOS,1336920,5063.0,0,tag not found
2015,GRMN,1121788,2820270000.0,456227000.0,-80592000.0
2015,MAS,62996,7142000000.0,0,-158000000.0
2015,NLY,1043219,Income statement not found,0,tag not found
2015,SSNC,1402436,Income statement not found,42862000.0,-13600000.0
2015,LBRDK,1611983,Income statement not found,cash flow not found,cash flow not found
2015,WAT,1000697,2042332000.0,0,tag not found
2015,LNT,352541,3253600000.0,388400000.0,tag not found
2015,UDR,74208,Income statement not found,cash flow not found,cash flow not found
2015,ABC,1140859,135961803000.0,-134887000.0,-231585000.0
2015,ATO,731802,0,315075000.0,-975132000.0
2015,NTAP,1002047,6122.7,559.9,-175.3
2015,GPC,40987,Income statement not found,705672000.0,-109544000.0
2015,AES,874761,0,705672000.0,-109544000.0
2015,LNG,3570,267954.0,-547932.0,-2829558.0
2015,EXR,1289490,0,0,tag not found
2015,BR,1383312,Income statement not found,0,-50300000.0
2015,L,60086,13415000000.0,0,-1555000000.0
2015,CBOE,1374310,Income statement not found,205023000.0,tag not found
2015,ANET,1596532,837591000.0,121102000.0,-19989000.0
2015,SIVB,719739,0,121102000.0,-19989000.0
2015,GWW,277135,Income statement not found,0,-373868000.0
2015,FOXA,1308161,28987000000.0,0,-424000000.0
2015,OKTA,1660134,28987000000.0,0,-424000000.0
2015,SGEN,1060736,Income statement not found,-120486000.0,-13392000.0
2015,TDY,1094285,2298100000.0,0,-47000000.0
2015,TTWO,946581,300089.0,-279470.0,-49501.0
2015,INCY,879169,753751000.0,0,-26003000.0
2015,LW,1679273,753751000.0,0,-26003000.0
2015,DRE,783280,949432000.0,0,-26003000.0
2015,IT,749251,2163056000.0,175635000.0,tag not found
2015,AMTD,1173431,0,813000000.0,-71000000.0
2015,CNP,1130310,Income statement not found,cash flow not found,cash flow not found
2015,EXAS,1124140,39437000.0,0,-20084000.0
2015,ODFL,878927,Income statement not found,cash flow not found,cash flow not found
2015,NDAQ,1120193,3403000000.0,0,-133000000.0
2015,CE,1306830,5674000000.0,0,-232000000.0
2015,HAS,46080,0,0,-142022000.0
2015,ZBRA,877212,3652000000.0,-137000000.0,-122000000.0
2015,FMC,37785,3276500000.0,0,-108500000.0
2015,HRL,48465,9263863000.0,0,-144063000.0
2015,FNF,1331875,Income statement not found,0,tag not found
2015,WYNN,1174922,4075883000.0,0,-1921240000.0
2015,QRVO,1604778,1710966.0,196303.0,-169862.0
2015,ALNY,1178670,Income statement not found,-290073000.0,-12950000.0
2015,IEX,832101,2020668000.0,282807000.0,-43776000.0
2015,VAR,203527,Income statement not found,0,-91384000.0
2015,STE,1624899,Income statement not found,0,-91384000.0
2015,XRAY,818479,2674300000.0,0,-72000000.0
2015,TYL,860731,Income statement not found,64869000.0,-12501000.0
2015,EXPD,746515,Income statement not found,0,-44383000.0
2015,JKHY,779152,333713000.0,211221000.0,-54409000.0
2015,MKTX,1278021,303098000.0,96037000.0,-4795000.0
2015,NVR,906163,0,382927000.0,-18277000.0
2015,ELS,895417,Income statement not found,0,tag not found
2015,ALLY,40729,Income statement not found,cash flow not found,cash flow not found
2015,ALLE,1579241,Income statement not found,0,-35200000.0
2015,FANG,1539838,0,0,tag not found
2015,HST,1070750,5387000000.0,0,-388000000.0
2015,ARNC,4281,Income statement not found,cash flow not found,cash flow not found
2015,EPAM,1352010,Income statement not found,cash flow not found,cash flow not found
2015,RJF,720005,Income statement not found,502140000.0,-74111000.0
2015,TER,97210,Income statement not found,206477000.0,-89878000.0
2015,SJM,91419,Income statement not found,cash flow not found,cash flow not found
2015,MYL,1623613,Income statement not found,0,-362900000.0
2015,TXT,217346,13423000000.0,697000000.0,-420000000.0
2015,GDDY,1609711,0,0,tag not found
2015,WU,1365135,5483700000.0,0,-94400000.0
2015,AVY,8818,1454800000.0,0,-135800000.0
2015,MPW,1287865,Income statement not found,0,-135800000.0
2015,NCLH,1513761,4345048000.0,0,-1121984000.0
2015,WST,105770,1421.4,0,-111.9
2015,FICO,814547,Income statement not found,86502000.0,-24999000.0
2015,VMW,1124610,6571000000.0,997000000.0,-333000000.0
2015,LNC,59558,Income statement not found,1154000000.0,tag not found
2015,URI,1067701,1523000000.0,585000000.0,-102000000.0
2015,PODD,1145197,324225000.0,-73520000.0,-10608000.0
2015,VNO,899689,0,0,tag not found
2015,Y,775368,Income statement not found,0,-27258000.0
2015,AAL,6201,40990000000.0,7610000000.0,-6151000000.0
2015,DPZ,1286681,2216528000.0,192789000.0,-63282000.0
2015,RE,1095073,Income statement not found,0,tag not found
2015,PHM,822416,2061628000.0,494090000.0,-45440000.0
2015,TRMB,864749,2290400000.0,0,-43900000.0
2015,TTD,1671933,2290400000.0,0,-43900000.0
2015,TSCO,916365,0,410395000.0,-236496000.0
2015,UHS,352915,2315239000.0,0,0.0
2015,NI,1111711,Income statement not found,cash flow not found,cash flow not found
2015,PNW,764622,3495443000.0,cash flow not found,cash flow not found
2015,WRB,11544,7206457000.0,503694000.0,-63562000.0
2015,BRO,79282,1660509000.0,243318000.0,-18375000.0
2015,APA,6769,Income statement not found,cash flow not found,cash flow not found
2015,FDS,1013237,1006768000.0,cash flow not found,cash flow not found
2015,HII,1501585,Income statement not found,404000000.0,-188000000.0
2015,ROKU,1428439,Income statement not found,404000000.0,-188000000.0
2015,BAH,1443646,0,232569.0,-36041.0
2015,WRK,1636023,11381300000.0,0,-585500000.0
2015,PKI,31791,2262359000.0,212425000.0,-29632000.0
2015,ARMK,1584509,14329135000.0,0,-524384000.0
2015,REG,910606,569763000.0,0,tag not found
2015,LKQ,1065696,1748919000.0,423223000.0,-170490000.0
2015,CPT,906345,Income statement not found,0,tag not found
2015,HSIC,1000228,10629719000.0,0,-71684000.0
2015,AGNC,1423689,Income statement not found,215000000.0,tag not found
2015,EMN,915389,Income statement not found,0,-652000000.0
2015,VER,1507385,1556017000.0,cash flow not found,cash flow not found
2015,DOX,1062579,1556017000.0,cash flow not found,cash flow not found
2015,CCK,1219601,8762000000.0,0,-354000000.0
2015,NDSN,72331,1688666000.0,211111000.0,-62087000.0
2015,ETFC,1015780,Income statement not found,cash flow not found,cash flow not found
2015,TAP,24545,0,0,-275000000.0
2015,NBL,72207,3133000000.0,-2441000000.0,61000000.0
2015,FBHS,1519751,4579400000.0,0,-128500000.0
2015,COUP,1385867,4579400000.0,0,-128500000.0
2015,DISH,1001082,Income statement not found,0,tag not found
2015,CHRW,1043277,Income statement not found,509699000.0,-28115000.0
2015,SIRI,908937,Income statement not found,509724000.0,-134892000.0
2015,MRO,101778,5861000000.0,-2204000000.0,-3476000000.0
2015,RPM,110621,4594550000.0,0,-85363000.0
2015,PKG,75677,Income statement not found,436800000.0,-314500000.0
2015,GWRE,1528396,380537000.0,0,-6301000.0
2015,BFAM,1437578,380537000.0,0,-77785000.0
2015,ZEN,1463172,208768000.0,-84052000.0,-22989000.0
2015,GLPI,1575965,128689000.0,128122000.0,-16149000.0
2015,NNN,751364,Income statement not found,0,tag not found
2015,MTN,812011,162082000.0,0,-123884000.0
2015,NRG,1013871,3011000000.0,0,-1283000000.0
2015,WEX,1309108,854637000.0,0,-63491000.0
2015,FRT,34903,Income statement not found,0,tag not found
2015,JBHT,728535,Income statement not found,0,tag not found
2015,RGA,898174,10418178000.0,0,tag not found
2015,WHR,106640,20891000000.0,0,-689000000.0
2015,CF,1324404,20891000000.0,0,-2469300000.0
2015,VST,1692819,20891000000.0,0,-2469300000.0
2015,CMA,28412,0,0,tag not found
2015,NBIX,914475,Income statement not found,-88929000.0,-1934000.0
2015,OHI,888491,Income statement not found,0,tag not found
2015,ALB,915913,3651335000.0,0,-227649000.0
2015,OGE,1021635,2196900000.0,0,-547800000.0
