year,Company,CIK,NetIncomeLoss
2015,LKQ,1065696,423223000
2015,AGNC,1423689,215000000
2015,NDSN,72331,211111000
2015,NBL,72207,-2441000000
2015,CHRW,1043277,509699000
2015,SIRI,908937,509724000
2015,MRO,101778,-2204000000
2015,PKG,75677,436800000
2015,ZEN,1463172,-84052000
2015,GLPI,1575965,128122000
2015,NBIX,914475,-88929000
2015,CSL,790051,319700000
2015,AAP,1158449,473398000
2015,CGNX,851205,187074000
2015,PTC,857005,47557000
2015,AZPN,929940,118407000
2015,SRPT,873303,-220030000
2015,LII,1069202,186600000
2015,ABMD,815094,113688
2015,STOR,1538990,83770000
2015,G,1398659,239817000
2015,LAMR,1090425,262570000
2015,MOH,1179929,143000000
2015,ALK,766421,848000000
2015,TPR,1116132,402400000
2015,NWL,814453,350000000
2015,JNPR,1043604,633700000
2015,ST,1477294,347696000
2015,FFIV,1048695,365014000
2015,LPLA,1397911,168784000
2015,IONS,874015,-88278000
2015,CABO,1632127,89033000
2015,PRGO,1585364,128000000
2015,FLIR,354908,241686000
2015,KSS,885639,673000000
2015,HUBS,1404655,-46053000
2015,PBCT,1378946,260100000
2015,EWBC,1069157,384677000
2015,PFPT,1212458,-106454000
2015,RHI,315213,357796000
2015,SPR,1364885,788700000
2015,DCI,29644,208111000
2015,POST,1530950,-115300000
2015,TCF,814184,197123000
2015,PB,1068851,286646000
2015,CIEN,936395,11667000
2015,HZNP,1492426,39532000
2015,ORI,74260,422100000
2015,WWD,108312,181452000
2015,FIVE,1177609,57680000
2015,CW,26324,145461000
2015,MIDD,769520,191610000
2015,MKSI,1049502,122297000
2015,UNM,5513,413.4
2015,Z,1617640,-148874000
2015,TOL,794170,363167000
2015,RL,1037038,702
2015,NATI,935494,95262000
2015,CASY,726958,180628000
2015,JBLU,1158463,677000000
2015,BERY,1378992,86000000
2015,ETSY,1370637,-54063000
2015,WSM,719955,310068000
2015,NUAN,1002517,-115010000
2015,PEN,1321732,2365000
2015,BPOP,763901,895344000
2015,EXEL,939767,-169737000
2015,THG,944695,331500000
2015,CREE,895419,-64051000
2015,PII,931015,455361000
2015,CFR,39263,279328000
2015,HBI,1359841,428855000
2015,SRC,1308606,114730000
2015,NYCB,910073,-47156000
2015,ALSN,1411207,182300000
2015,BC,14930,245.7
2015,BLUE,1293971,-166783000
2015,ZNGA,1439404,-121510000
2015,AWI,7431,94200000
2015,MTG,876437,1172000000
2015,MANH,1056696,103475000
2015,SERV,1428875,160000000
2015,MAT,63276,369416000
2015,AYI,1144215,222100000
2015,CRI,1060822,237822000
2015,KNX,1492691,197577000
2015,PCTY,1591698,-13972000
2015,RP,1286225,-9218000
2015,HP,46765,422225000
2015,CIT,1171825,1056600000
2015,CACC,885550,299700000
2015,CR,25445,228900000
2015,LSTR,853816,147689000
2015,WBS,801337,206340000
2015,AGO,1273813,1056000000
2015,XEC,1168054,-2408948000
2015,THO,730263,199385000
2015,FL,850209,541000000
2015,FSLR,1274494,546421000
2015,JWN,72333,600000000
2015,PSTG,1474432,-213752000
2015,FLO,1128928,189191000
2015,STL,1070154,17004000
2015,MRNA,737207,3337000
2015,LOGM,1420302,14558000
2015,IART,917520,-3519000
2015,GPS,39911,920000000
2015,CIM,1409493,250349000
2015,EQC,803649,99857000
2015,FNB,37808,159649000
2015,UNVR,1494319,16500000
2015,LOPE,1434588,131411000
2015,EXP,918646,186853
2015,NKTR,906709,-81177000
2015,ICUI,883984,44985000
2015,TKR,98362,-70800000
2015,FCNCA,798941,210386000
2015,WTFC,1015328,156749000
2015,BOH,46195,160704000
2015,COHR,21510,76409000
2015,SAGE,1597553,-94495000
2015,MUR,717423,-2270833000
2015,ASB,7789,188301000
2015,BKU,1504008,251660000
2015,ENR,1632790,-4000000
2015,FEYE,1370880,-539215000
2015,MSM,1003078,231308000
2015,NEWR,1448056,-50149
2015,TRIP,1526520,198000000
2015,AGIO,1439222,-117732000
2015,NEU,1282637,238603000
2015,TCBI,1077428,144854000
2015,KAR,1395942,214600000
2015,R,85961,304768000
2015,OLN,74303,-1400000
2015,S,101830,-151
2015,THS,1320695,114910000
2015,CXP,1252849,44619000
2015,COMM,1517228,-70875000
2015,CLR,732834,-353668000
2015,AN,350698,442600000
2015,WWE,1091907,24144000
2015,UFS,1381531,142000000
2015,KOS,1509991,24000000
2015,NUS,1021561,133046000
2015,URBN,912615,224489000
2015,SFM,1575515,128991000
2015,PTEN,889900,-294486000
2015,MCY,64996,74479000
2015,CNA,21175,479000000
2015,TWOU,1459417,-26733000
2015,TFSL,1381668,72591000
2015,RRC,315852,-713685000
