year,Company,CIK,NetIncomeLoss
2018,VFC,103379,614923000
2018,TMUS,1283699,2888000000
2018,DTE,936340,1120000000
2018,CERN,804753,630059000
2018,CSGP,1057352,238334000
2018,RMD,943819,315588000
2018,ANSS,1013462,419375000
2018,SNPS,883241,432518000
2018,PANW,1327567,-147900000
2018,XLNX,743988,512381000
2018,FAST,815556,751900000
2018,GLW,24741,1066000000
2018,HIG,874766,1807000000
2018,DLTR,935703,-1590800000
2018,ALGN,1097149,400235000
2018,CDNS,813672,345777000
2018,WDC,106040,675000000
2018,BBY,764478,1464000000
2018,NTRS,73124,1556400000
2018,VMC,1396009,515805000
2018,CDW,1402057,643000000
2018,MTD,1037646,512611000
2018,DOV,29905,570267000
2018,FTNT,1262039,332200000
2018,MRVL,1058057,-179094000
2018,CINF,20286,287000000
2018,CXO,1358071,2286000000
2018,KMX,1170010,664112000
2018,RF,1281761,1759000000
2018,CTL,18926,-1733000000
2018,AKAM,1086222,298373000
2018,HBAN,49196,1393000000
2018,HOLX,859737,-111300000
2018,GRMN,1121788,694080000
2018,SSNC,1402436,103200000
2018,LNT,352541,522300000
2018,ATO,731802,603064000
2018,NTAP,1002047,76000000
2018,GPC,40987,810474000
2018,ANET,1596532,328115000
2018,OKTA,1660134,-125497000
2018,SGEN,1060736,-222693000
2018,TDY,1094285,333800000
2018,TTWO,946581,173533000
2018,IT,749251,122456000
2018,AMTD,1173431,1473000000
2018,NDAQ,1120193,458000000
2018,ZBRA,877212,421000000
2018,QRVO,1604778,-40288000
2018,TYL,860731,147462000
2018,MKTX,1278021,172852000
2018,NVR,906163,797197000
2018,RJF,720005,856695000
2018,FICO,814547,142415000
2018,VMW,1124610,-5000000
2018,LNC,59558,1641000000
2018,URI,1067701,1096000000
2018,AAL,6201,1412000000
2018,DPZ,1286681,361972000
2018,PHM,822416,1022023000
2018,TSCO,916365,532357000
2018,WRB,11544,640749000
2018,BRO,79282,344255000
2018,HII,1501585,836000000
2018,BAH,1443646,305111000
2018,CHRW,1043277,664505000
2018,SIRI,908937,1175893000
2018,MRO,101778,1096000000
2018,ZEN,1463172,-131084000
2018,GLPI,1575965,339516000
2018,JBHT,728535,489585000
2018,CSL,790051,611100000
2018,GGG,42888,341054000
2018,AAP,1158449,423847000
2018,CGNX,851205,219267000
2018,PTC,857005,51987000
2018,SEIC,350894,505868000
2018,USFD,1665918,407000000
2018,AZPN,929940,148688000
2018,LII,1069202,359000000
2018,ABMD,815094,112170000
2018,G,1398659,282019000
2018,MOH,1179929,707000000
2018,ALK,766421,437000000
2018,JAZZ,1232524,447098000
2018,TPR,1116132,397500000
2018,NWL,814453,-6917900000
2018,TECH,842023,126150000
2018,JNPR,1043604,566900000
2018,ST,1477294,598995000
2018,FFIV,1048695,453689000
2018,LPLA,1397911,439459000
2018,CHE,19584,205544000
2018,CABO,1632127,164760000
2018,PRGO,1585364,131000000
2018,RHI,315213,434288000
2018,DCI,29644,180300000
2018,MDB,1441816,-96359000
2018,CIEN,936395,-344690000
2018,ORI,74260,370500000
2018,WWD,108312,180378000
2018,FIVE,1177609,149645000
2018,CW,26324,275749000
2018,MIDD,769520,317152000
2018,UNM,5513,523400000
2018,W,1616707,-504080000
2018,AYX,1689923,28020000
2018,Z,1617640,-119858000
2018,TOL,794170,748151000
2018,RL,1037038,162800000
2018,NATI,935494,155057000
2018,CASY,726958,317903000
2018,JBLU,1158463,188000000
2018,NTNX,1618732,-297161000
2018,SEE,1012100,193100000
2018,BERY,1378992,496000000
2018,ETSY,1370637,77491000
2018,WSM,719955,259545000
2018,NUAN,1002517,-159928000
2018,LB,701985,644000000
2018,BPOP,763901,618158000
2018,WAL,1212545,435788000
2018,EXEL,939767,690070000
2018,PII,931015,335257000
2018,CFR,39263,454918000
2018,SRC,1308606,132052000
2018,NYCB,910073,422417000
2018,ALSN,1411207,639000000
2018,AWI,7431,185900000
2018,MTG,876437,670097000
2018,MANH,1056696,104690000
2018,SERV,1428875,-41000000
2018,MAT,63276,-530993000
2018,AYI,1144215,349600000
2018,CRI,1060822,282068000
2018,RP,1286225,34725000
2018,CACC,885550,574000000
2018,CR,25445,335600000
2018,WBS,801337,360418000
2018,AGO,1273813,521000000
2018,XEC,1168054,791851000
2018,CLH,822818,65636000
2018,THO,730263,430151000
2018,FL,850209,284000000
2018,OUT,1579877,107900000
2018,FSLR,1274494,144326000
2018,JWN,72333,564000000
2018,PSTG,1474432,-178362000
2018,VVV,1674910,166000000
2018,FLO,1128928,157160000
2018,HLF,1180262,296600000
2018,STL,1070154,447254000
2018,WEN,30697,460115000
2018,IART,917520,60801000
2018,GPS,39911,1003000000
2018,FNB,37808,373000000
2018,UNVR,1494319,172300000
2018,EXP,918646,256632000
2018,CLGX,36047,121864000
2018,ICUI,883984,28793000
2018,AVT,8858,-156424000
2018,FCNCA,798941,400313000
2018,WTFC,1015328,343166000
2018,BOH,46195,219602000
2018,NFG,70145,391521000
2018,COHR,21510,247358000
2018,UHAL,4457,790583000
2018,ASB,7789,333562000
2018,BKU,1504008,324866000
2018,ENR,1632790,93500000
2018,FEYE,1370880,-243123000
2018,MSM,1003078,329223000
2018,NEWR,1448056,-45320000
2018,AGIO,1439222,-346028000
2018,NEU,1282637,234734000
2018,TCBI,1077428,300824000
2018,OLLI,1639300,135013000
2018,TDC,816761,30000000
2018,KAR,1395942,328000000
2018,SC,1580608,915926000
2018,R,85961,273298000
2018,OLN,74303,327900000
2018,THS,1320695,-61400000
2018,CXP,1252849,9491000
2018,AN,350698,396000000
2018,CMD,19446,91041000
2018,WWE,1091907,41218000
2018,KOS,1509991,-93991000
2018,NUS,1021561,121887000
2018,URBN,912615,108263000
2018,PTEN,889900,-321421000
2018,MCY,64996,-5728000
2018,CNA,21175,813000000
2018,SNDR,1692063,268900000
2018,TFSL,1381668,85407000
