year,Company,CIK,NetIncomeLoss
2016,FAST,815556,499478000
2016,GLW,24741,3695000000
2016,DLTR,935703,896200000
2016,ALGN,1097149,189682000
2016,CDNS,813672,203086000
2016,WDC,106040,242000000
2016,NTRS,73124,1032500000
2016,VEEV,1393052,68804000
2016,VMC,1396009,419491000
2016,CDW,1402057,424400000
2016,MTD,1037646,384370000
2016,DOV,29905,508892000
2016,FTNT,1262039,32187000
2016,MRVL,1058057,21151000
2016,CINF,20286,591000000
2016,CXO,1358071,-1462446000
2016,TIF,98246,446100000
2016,KMX,1170010,623428000
2016,RF,1281761,1163000000
2016,BMRN,1048477,-630210000
2016,PAYC,1590955,43840000
2016,CTL,18926,626000000
2016,ULTA,1403568,409760000
2016,XYL,1524472,260000000
2016,TWLO,1447669,-41324000
2016,RNG,1384905,-29309000
2016,CTXS,877890,536112000
2016,AKAM,1086222,316132000
2016,BURL,1579298,215873000
2016,HBAN,49196,711821000
2016,HOLX,859737,330800000
2016,GRMN,1121788,510814000
2016,SSNC,1402436,130996000
2016,LNT,352541,381700000
2016,ATO,731802,350104000
2016,NTAP,1002047,229000000
2016,GPC,40987,687240000
2016,ANET,1596532,184189000
2016,SGEN,1060736,-140111000
2016,TTWO,946581,-8302000
2016,IT,749251,193582000
2016,AMTD,1173431,842000000
2016,QRVO,1604778,-28845000
2016,IEX,832101,271109000
2016,STE,1624899,110763000
2016,TYL,860731,109857000
2016,MKTX,1278021,126172000
2016,NVR,906163,425262000
2016,EPAM,1352010,99266000
2016,RJF,720005,529350000
2016,TER,97210,-43421000
2016,TXT,217346,962000000
2016,FICO,814547,109448000
2016,VMW,1124610,1186000000
2016,LNC,59558,1192000000
2016,URI,1067701,566000000
2016,PODD,1145197,-28879000
2016,AAL,6201,2676000000
2016,DPZ,1286681,214678000
2016,PHM,822416,602703000
2016,TTD,1671933,20482000
2016,TSCO,916365,437120000
2016,WRB,11544,601916000
2016,BRO,79282,257491000
2016,HII,1501585,573000000
2016,BAH,1443646,294094000
2016,PKI,31791,234299000
2016,AGNC,1423689,623000000
2016,NDSN,72331,271843000
2016,CHRW,1043277,513384000
2016,MRO,101778,-2140000000
2016,PKG,75677,449600000
2016,ZEN,1463172,-103799000
2016,GLPI,1575965,289305000
2016,JBHT,728535,432090000
2016,NBIX,914475,-141090000
2016,CSL,790051,250100000
2016,AAP,1158449,459622000
2016,CGNX,851205,149572000
2016,PTC,857005,-54465000
2016,SEIC,350894,333817000
2016,USFD,1665918,209794000
2016,AZPN,929940,139951000
2016,SRPT,873303,-267265000
2016,LII,1069202,277800000
2016,ABMD,815094,38147000
2016,STOR,1538990,123325000
2016,G,1398659,269684000
2016,LAMR,1090425,298809000
2016,MOH,1179929,52000000
2016,ALK,766421,814000000
2016,TPR,1116132,460500000
2016,NWL,814453,527800000
2016,OLED,1005284,48070000
2016,JNPR,1043604,592700000
2016,ST,1477294,262434000
2016,FFIV,1048695,365855000
2016,LPLA,1397911,191931000
2016,IONS,874015,-86556000
2016,CABO,1632127,98939000
2016,FLIR,354908,166626000
2016,KSS,885639,556000000
2016,HUBS,1404655,-45562000
2016,PBCT,1378946,281000000
2016,PFPT,1212458,-111208000
2016,RHI,315213,343389000
2016,SPR,1364885,469700000
2016,DCI,29644,190800000
2016,POST,1530950,-3300000
2016,PB,1068851,274466000
2016,CIEN,936395,72584000
2016,HZNP,1492426,-166834000
2016,ORI,74260,466900000
2016,WWD,108312,180838000
2016,FIVE,1177609,71840000
2016,CW,26324,187329000
2016,MIDD,769520,284216000
2016,MKSI,1049502,104809000
2016,UNM,5513,931400000
2016,W,1616707,-194375000
2016,Z,1617640,-220438000
2016,TOL,794170,382095000
2016,RL,1037038,396000000
2016,NATI,935494,82734000
2016,CASY,726958,225982000
2016,JBLU,1158463,759000000
2016,SEE,1012100,486400000
2016,BERY,1378992,236000000
2016,ETSY,1370637,-29901000
2016,WSM,719955,305387000
2016,NUAN,1002517,-12458000
2016,PEN,1321732,14814000
2016,LB,701985,1158000000
2016,BPOP,763901,216691000
2016,EXEL,939767,-70222000
2016,THG,944695,155100000
2016,CREE,895419,-21536000
2016,PII,931015,212948000
2016,CFR,39263,304261000
2016,HBI,1359841,539382000
2016,SRC,1308606,97446000
2016,PRI,1475922,219414000
2016,NYCB,910073,495401000
2016,ALSN,1411207,214900000
2016,BC,14930,276000000
2016,BLUE,1293971,-263507000
2016,ZNGA,1439404,-108173000
2016,AWI,7431,104700000
2016,MTG,876437,342517000
2016,MANH,1056696,124234000
2016,SERV,1428875,155000000
2016,MAT,63276,318022000
2016,AYI,1144215,290800000
2016,CRI,1060822,258106000
2016,KNX,1492691,149267000
2016,PCTY,1591698,-3851000
2016,RP,1286225,16650000
2016,HRB,12659,374267000
2016,HP,46765,-56828000
2016,CIT,1171825,-848000000
2016,CACC,885550,332800000
2016,CR,25445,122800000
2016,LSTR,853816,137350000
2016,WBS,801337,207127000
2016,AGO,1273813,881000000
2016,XEC,1168054,-431049000
2016,THO,730263,256519000
2016,FL,850209,664000000
2016,FSLR,1274494,-357964000
2016,JWN,72333,354000000
2016,PSTG,1474432,-245066000
2016,FLO,1128928,163776000
2016,STL,1070154,17004000
2016,WEN,30697,129624000
2016,LOGM,1420302,2638000
2016,IART,917520,74564000
2016,FHB,36377,230178000
2016,GPS,39911,676000000
2016,EQC,803649,232894000
2016,FNB,37808,170891000
2016,UNVR,1494319,-68400000
2016,LOPE,1434588,148514000
2016,EXP,918646,152592000
2016,NKTR,906709,-153524000
2016,ICUI,883984,63084000
2016,TKR,98362,152600000
2016,FCNCA,798941,225482000
2016,WTFC,1015328,206875000
2016,BOH,46195,181461000
2016,NFG,70145,-290958000
2016,COHR,21510,87502000
2016,SAGE,1597553,-158987000
2016,MUR,717423,-275970000
2016,UHAL,4457,489001000
2016,ASB,7789,200274000
2016,APLE,1418121,144652000
2016,BKU,1504008,225741000
2016,ENR,1632790,127700000
2016,FEYE,1370880,-480129000
2016,MSM,1003078,231216000
2016,NEWR,1448056,-67487000
2016,TRIP,1526520,120000000
2016,AGIO,1439222,-198471000
2016,NEU,1282637,243441000
2016,TCBI,1077428,155119000
2016,OLLI,1639300,59764000
2016,TDC,816761,125000000
2016,KAR,1395942,222400000
2016,SC,1580608,766466000
2016,R,85961,262477000
2016,OLN,74303,-3900000
2016,THS,1320695,-228594000
2016,CXP,1252849,84281000
2016,COMM,1517228,222838000
2016,CLR,732834,-399679000
2016,AN,350698,430500000
2016,WWE,1091907,33841000
2016,UFS,1381531,128000000
2016,KOS,1509991,-283780000
2016,NUS,1021561,143086000
2016,URBN,912615,224489000
2016,PTEN,889900,-318634000
2016,MCY,64996,73044000
2016,CNA,21175,859000000
2016,TWOU,1459417,-20684000
2016,TFSL,1381668,80553000
2016,RRC,315852,-521388000
