year,Company,CIK,NetIncomeLoss
2014,EXEL,939767,-268542
2014,THG,944695,282
2014,CREE,895419,124191
2014,PII,931015,454029
2014,M,794367,1486
2014,CFR,39263,277977
2014,HBI,1359841,404519
2014,SRC,1308606,-33799
2014,NYCB,910073,485397
2014,ALSN,1411207,228.6
2014,BC,14930,245.7
2014,BLUE,1293971,-48709
2014,GRUB,1594109,24263
2014,ZNGA,1439404,-225900
2014,AWI,7431,63.8
2014,MTG,876437,251949
2014,MANH,1056696,82000
2014,SERV,1428875,-57
2014,MAT,63276,498874
2014,AYI,1144215,175.8
2014,CRI,1060822,194670
2014,KNX,1492691,161152
2014,PCTY,1591698,-7110
2014,RP,1286225,-10274
2014,HP,46765,708719
2014,CACC,885550,266.2
2014,CR,25445,192672
2014,LSTR,853816,138809
2014,WBS,801337,199752
2014,AGO,1273813,1088
2014,XEC,1168054,507204
2014,THO,730263,179002
2014,FL,850209,520
2014,JWN,72333,720
2014,FLO,1128928,175739
2014,HLF,1180262,308.7
2014,MRNA,737207,-6477
2014,LOGM,1420302,7955
2014,IART,917520,34004
2014,GPS,39911,1262
2014,CIM,1409493,589205
2014,FNB,37808,144050
2014,LOPE,1434588,111466
2014,EXP,918646,124243
2014,NKTR,906709,-53916
2014,ICUI,883984,26335
2014,TKR,98362,170.8
2014,AVT,8858,545604
2014,FCNCA,798941,138562
2014,WTFC,1015328,151398
2014,BOH,46195,163042
2014,NFG,70145,299413
2014,COHR,21510,59106
2014,SAGE,1597553,-33811
2014,MFA,1055160,313504
2014,MUR,717423,905611
2014,PEGA,1013857,33255
2014,UHAL,4457,342391
2014,APLE,1418121,6833
2014,BKU,1504008,204215
2014,FEYE,1370880,-443790
2014,MSM,1003078,236067
2014,AGIO,1439222,-53504
2014,ACHC,1520697,83040
2014,NEU,1282637,233255
2014,TCBI,1077428,136352
2014,TDC,816761,367
2014,KAR,1395942,169.3
2014,R,85961,218575
2014,OLN,74303,105.7
2014,THS,1320695,89880
2014,COMM,1517228,236772
2014,CLR,732834,977341
2014,AN,350698,418.7
2014,WWE,1091907,-30072
2014,UFS,1381531,431
2014,KOS,1509991,279370
2014,NUS,1021561,189176
2014,URBN,912615,282360
2014,SFM,1575515,107692
2014,MCY,64996,177949
2014,CNA,21175,691
2014,TWOU,1459417,-28999
2014,TFSL,1381668,65891
