Company,CIK,year,Revenue,t-1Revenue,t-2Revenue
A,Default,2013,-0.001076757421935087,0.026498422712933754,0.10214285714285715
A,Default,2014,-0.22090618537319046,-0.001076757421935087,0.026498422712933754
A,Default,2015,-0.018432047186040797,-0.22090618537319046,-0.001076757421935087
A,Default,2016,0.001999000499750125,-0.018432047186040797,-0.22090618537319046
A,Default,2017,0.014257620452310717,0.001999000499750125,-0.018432047186040797
